"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"628","PGEN_.00g086300::Scaffold_04:19734379-19740253","JAKTTH010011918.1",84.247,146,23,0,4454,4599,162181,162036,5.94e-31,143
"629","PGEN_.00g086520::Scaffold_04:20199766-20237494","JAKTTH010005881.1",83.981,206,26,5,21273,21473,148580,148377,1.35e-44,191
"630","PGEN_.00g086560::Scaffold_04:20314169-20327614","JAKTTH010011627.1",83.333,468,68,10,8892,9354,179829,179367,4.35e-115,424
"631","PGEN_.00g086840::Scaffold_04:20937894-20960498","JAKTTH010011138.1",86.842,114,15,0,1047,1160,150899,150786,6.43e-26,128
"632","PGEN_.00g087130::Scaffold_04:21803194-21807068","JAKTTH010012904.1",81.975,638,112,3,31,666,113212,112576,4.27e-150,538
"633","PGEN_.00g087140::Scaffold_04:21811296-21811670","JAKTTH010012904.1",82.808,349,60,0,10,358,110465,110117,2.53e-83,313
"634","PGEN_.00g087190::Scaffold_04:21975367-22078490","JAKTTH010013770.1",73.134,1608,343,62,94788,96364,212851,211302,2.51e-135,494
"635","PGEN_.00g087200::Scaffold_04:22078517-22096921","JAKTTH010013770.1",80.986,142,27,0,1988,2129,203807,203666,1.46e-21,113
"636","PGEN_.00g087310::Scaffold_04:22179186-22194544","JAKTTH010013493.1",79.147,211,39,4,13987,14194,200439,200647,5.6e-30,141
"637","PGEN_.00g087500::Scaffold_04:22586725-22648537","JAKTTH010003563.1",81.107,307,44,10,11795,12091,274642,274340,3.62e-57,233
"638","PGEN_.00g087680::Scaffold_04:23168676-23207446","JAKTTH010008052.1",86.087,115,16,0,31450,31564,395456,395342,1.43e-24,124
"639","PGEN_.00g087700::Scaffold_04:23231121-23265281","JAKTTH010000216.1",79.143,537,92,14,16990,17513,274004,274533,1.47e-93,353
"640","PGEN_.00g088490::Scaffold_04:25092033-25117623","JAKTTH010006121.1",86.869,99,13,0,10139,10237,5320,5222,7.33e-21,111
"641","PGEN_.00g088520::Scaffold_04:25215619-25237596","JAKTTH010011330.1",80.103,583,96,20,213,785,93193,93765,1.19e-112,416
"642","PGEN_.00g088650::Scaffold_04:25667935-25674933","JAKTTH010006721.1",84,250,38,2,5187,5435,82048,81800,8.78e-60,239
"643","PGEN_.00g088710::Scaffold_04:25851960-25886978","JAKTTH010014713.1",79.661,472,87,9,30269,30737,571225,571690,7.07e-87,331
"644","PGEN_.00g088730::Scaffold_04:25938922-25977800","JAKTTH010007760.1",92.308,91,7,0,38786,38876,38337,38427,3.07e-26,130
"645","PGEN_.00g089160::Scaffold_04:27250647-27328950","JAKTTH010000168.1",90.909,99,8,1,25257,25355,85833,85930,1.72e-26,132
"646","PGEN_.00g089320::Scaffold_04:27718217-27737367","JAKTTH010003712.1",83.721,129,20,1,7123,7250,36315,36443,9.11e-24,121
"647","PGEN_.00g089370::Scaffold_04:27874757-27930228","JAKTTH010003197.1",80.265,679,108,22,2440,3103,242163,242830,6.28e-134,488
"648","PGEN_.00g089900::Scaffold_04:29773838-29815968","JAKTTH010008869.1",86.364,110,13,2,2792,2900,195910,195802,7.21e-23,119
"649","PGEN_.00g089960::Scaffold_04:29889069-29907327","JAKTTH010006371.1",88.194,144,17,0,5335,5478,61150,61007,2.36e-39,172
"650","PGEN_.00g090150::Scaffold_04:30305768-30313293","JAKTTH010001363.1",84.571,175,19,4,5508,5674,49237,49063,4.52e-38,167
"651","PGEN_.00g090420::Scaffold_04:30810101-30833680","JAKTTH010011558.1",78.744,621,122,8,5956,6570,13671,13055,7.69e-110,407
"652","PGEN_.00g090470::Scaffold_04:30893639-30894868","JAKTTH010008467.1",88.645,775,80,5,66,833,19076,19849,0,937
"653","PGEN_.00g090480::Scaffold_04:30896941-30899025","JAKTTH010012827.1",83.849,291,43,3,1770,2059,25909,25622,7.1e-71,274
"654","PGEN_.00g090540::Scaffold_04:31129810-31133688","JAKTTH010001863.1",88.119,101,10,2,2482,2582,224043,224141,6.59e-24,119
"655","PGEN_.00g090860::Scaffold_04:31752389-31805657","JAKTTH010000951.1",82.707,399,58,8,6332,6723,94118,94512,1.38e-90,344
"656","PGEN_.00g091120::Scaffold_04:32338518-32366100","JAKTTH010005310.1",86.508,252,27,4,20954,21204,105597,105352,1.23e-68,270
"657","PGEN_.00g091140::Scaffold_04:32404155-32434025","JAKTTH010000216.1",85.161,155,20,3,6094,6247,274381,274533,3.9e-34,156
"658","PGEN_.00g091220::Scaffold_04:32530396-32551376","JAKTTH010001937.1",80,595,95,22,6092,6673,101143,101726,3.16e-113,418
"659","PGEN_.00g091270::Scaffold_04:32711348-32736745","JAKTTH010000488.1",85.714,217,22,7,13535,13747,45419,45630,1.16e-53,220
"660","PGEN_.00g091490::Scaffold_04:33131426-33158434","JAKTTH010008875.1",83.824,204,31,2,6626,6828,75300,75098,2.68e-45,193
"661","PGEN_.00g091510::Scaffold_04:33245893-33249898","JAKTTH010003183.1",78.376,2377,477,23,1627,3995,24900,27247,0,1507
"662","PGEN_.00g091550::Scaffold_04:33373318-33395845","JAKTTH010006713.1",97.727,88,0,2,9578,9665,42615,42530,1.37e-32,150
"663","PGEN_.00g091640::Scaffold_04:33536327-33568843","JAKTTH010005522.1",77.93,1024,188,31,31508,32516,21434,22434,3.5e-169,604
"664","PGEN_.00g091860::Scaffold_04:33878265-33888335","JAKTTH010005632.1",78.365,1174,178,54,5363,6491,141963,143105,0,691
"665","PGEN_.00g091990::Scaffold_04:34338080-34408890","JAKTTH010000216.1",84.028,144,20,3,38825,38967,274533,274392,1.2e-27,135
"666","PGEN_.00g092430::Scaffold_04:35537636-35575979","JAKTTH010009979.1",88.722,133,15,0,26605,26737,149301,149169,2.99e-36,163
"667","PGEN_.00g092590::Scaffold_04:35865239-35990829","JAKTTH010011557.1",72.65,702,186,6,112133,112831,134386,135084,3.43e-55,228
"668","PGEN_.00g092760::Scaffold_04:36415477-36434083","JAKTTH010011330.1",82.06,301,47,7,14387,14684,93219,93515,1.08e-62,250
"669","PGEN_.00g093040::Scaffold_04:37132475-37142077","JAKTTH010014327.1",87.603,121,11,3,4820,4937,154929,154810,4.53e-29,137
"670","PGEN_.00g093360::Scaffold_04:38479542-38528741","JAKTTH010001363.1",82.888,187,23,5,9369,9549,49237,49054,4.96e-35,159
"671","PGEN_.00g093530::Scaffold_04:38905061-38914019","JAKTTH010012033.1",77.535,917,160,23,2502,3401,7617,8504,2.16e-141,510
"672","PGEN_.00g094260::Scaffold_04:40636488-40653674","JAKTTH010001976.1",76.016,246,47,11,8032,8271,19223,19462,1.06e-22,117
"673","PGEN_.00g094420::Scaffold_04:40852643-40888962","JAKTTH010010256.1",82.443,131,23,0,31852,31982,56151,56281,8.04e-22,115
"674","PGEN_.00g094900::Scaffold_04:42918006-42931548","JAKTTH010008963.1",83.74,123,16,4,2494,2614,29548,29668,1.08e-21,113
"675","PGEN_.00g095040::Scaffold_04:43279562-43303220","JAKTTH010002544.1",75.719,313,60,14,253,559,28178,28480,2.4e-30,143
"676","PGEN_.00g095170::Scaffold_04:43668725-43691326","JAKTTH010013707.1",93.333,105,4,3,14906,15008,103172,103069,3.81e-33,152
"677","PGEN_.00g095180::Scaffold_04:43698344-43700948","JAKTTH010011459.1",76.284,409,85,11,1031,1431,11028,11432,9.15e-51,207
"678","PGEN_.00g095630::Scaffold_04:44598314-44612156","JAKTTH010014269.1",79.082,196,28,10,1233,1420,220090,219900,1.83e-24,122
"679","PGEN_.00g096500::Scaffold_04:46773636-46881425","JAKTTH010003041.1",93.694,111,5,2,41812,41921,42822,42713,2.34e-36,165
"680","PGEN_.00g097230::Scaffold_04:49124196-49233907","JAKTTH010009508.1",81.231,325,49,12,23473,23792,448,765,1.78e-62,252
"681","PGEN_.00g097790::Scaffold_04:50163995-50167542","JAKTTH010006130.1",95.588,68,3,0,2958,3025,151870,151803,3.63e-21,110
"682","PGEN_.00g097800::Scaffold_04:50179229-50180955","JAKTTH010004091.1",75.076,329,66,14,1011,1331,278326,278646,2.23e-30,139
"683","PGEN_.00g097890::Scaffold_04:50452281-50460063","JAKTTH010011668.1",91.86,1290,87,6,2058,3345,62689,63962,0,1784
"684","PGEN_.00g098070::Scaffold_04:50683460-50691242","JAKTTH010011668.1",91.86,1290,87,6,4437,5724,63962,62689,0,1784
"685","PGEN_.00g098250::Scaffold_04:51037096-51066764","JAKTTH010006803.1",82.955,264,33,9,22196,22457,68192,68445,8.09e-56,228
"686","PGEN_.00g098270::Scaffold_04:51112554-51139374","JAKTTH010001937.1",79.363,911,137,45,3360,4246,101291,102174,6.26e-166,593
"687","PGEN_.00g098390::Scaffold_04:51797232-51888099","JAKTTH010003197.1",80.851,611,93,21,23920,24522,242827,242233,8.07e-125,459
"688","PGEN_.00g098540::Scaffold_04:52658558-52660134","JAKTTH010009617.1",96.552,783,23,2,796,1576,16102,15322,0,1293
"689","PGEN_.00g098550::Scaffold_04:52660828-52663397","JAKTTH010003841.1",89.98,1976,120,38,643,2569,42445,40499,0,2481
"690","PGEN_.00g099110::Scaffold_04:53877643-53897124","JAKTTH010005310.1",78.689,427,78,10,1696,2117,105624,105206,2.42e-69,272
"691","PGEN_.00g099330::Scaffold_04:54311070-54323407","JAKTTH010014786.1",85,120,14,4,377,495,80054,79938,2.11e-23,119
"692","PGEN_.00g099510::Scaffold_04:54721059-54764033","JAKTTH010003563.1",81.794,379,57,9,8240,8611,274642,274269,1.46e-79,307
"693","PGEN_.00g099560::Scaffold_04:54867816-54889243","JAKTTH010010746.1",93.137,102,7,0,1483,1584,93289,93390,1.3e-32,150
"694","PGEN_.00g099670::Scaffold_04:55089615-55131416","JAKTTH010009508.1",78.388,856,143,39,34444,35282,975,145,6.04e-143,518
"695","PGEN_.00g099750::Scaffold_04:55384834-55393020","JAKTTH010007735.1",80.829,193,36,1,5220,5411,132386,132578,4.95e-33,150
"696","PGEN_.00g099830::Scaffold_04:55548145-55554241","JAKTTH010001363.1",83.516,182,21,5,3009,3183,49054,49233,1.7e-36,161
"697","PGEN_.00g100140::Scaffold_04:56086576-56119382","JAKTTH010005572.1",81.046,153,22,7,31286,31433,132927,132777,7.26e-22,115
"698","PGEN_.00g100450::Scaffold_04:56769782-56863588","JAKTTH010008741.1",86.022,186,26,0,31550,31735,336009,336194,5.58e-47,200
"699","PGEN_.00g100700::Scaffold_04:57295454-57389996","JAKTTH010008741.1",86.022,186,26,0,62376,62561,336194,336009,5.62e-47,200
"700","PGEN_.00g101040::Scaffold_04:57971694-57974218","JAKTTH010004636.1",82.99,194,28,5,1212,1403,4328,4138,1.16e-39,171
"701","PGEN_.00g101170::Scaffold_04:58135279-58276214","JAKTTH010013659.1",81.356,1003,138,44,47233,48213,134056,133081,0,771
"702","PGEN_.00g101280::Scaffold_04:58524265-58589123","JAKTTH010011330.1",78.907,1318,216,52,56701,57990,92496,93779,0,837
"703","PGEN_.00g101290::Scaffold_04:58641457-58697440","JAKTTH010000554.1",81.039,385,56,12,45030,45399,4139,3757,1.92e-74,291
"704","PGEN_.00g101300::Scaffold_04:58720505-58742690","JAKTTH010001937.1",78.733,884,159,28,18795,19664,101943,101075,4.06e-157,564
"705","PGEN_.00g101340::Scaffold_04:58879387-58894813","JAKTTH010012974.1",88.421,95,11,0,4966,5060,4159,4253,3.41e-22,115
"706","PGEN_.00g101630::Scaffold_04:59604218-59620963","JAKTTH010000656.1",87.719,114,12,2,5404,5517,332674,332785,3.68e-27,132
"707","PGEN_.00g101960::Scaffold_04:60465451-60486735","JAKTTH010001789.1",94.186,86,3,2,4832,4916,120219,120303,1.68e-26,130
"708","PGEN_.00g102190::Scaffold_04:61134912-61153138","JAKTTH010003563.1",81.984,383,55,14,10812,11189,274269,274642,1.33e-81,313
"709","PGEN_.00g102230::Scaffold_04:61170576-61178433","JAKTTH010012149.1",90.323,93,9,0,7765,7857,70788,70696,1.04e-24,122
"710","PGEN_.00g102320::Scaffold_04:61571896-61635821","JAKTTH010010053.1",82.262,389,55,11,53591,53974,85032,84653,2.16e-84,324
"711","PGEN_.00g102540::Scaffold_04:62031022-62040335","JAKTTH010012136.1",85.6,250,34,2,6129,6377,435426,435178,2.5e-66,261
"712","PGEN_.00g102600::Scaffold_04:62231987-62254192","JAKTTH010007148.1",70.051,985,264,27,20124,21092,73415,72446,2.9e-34,156
"713","PGEN_.00g102660::Scaffold_04:62322364-62326771","JAKTTH010015821.1",93.333,75,4,1,3660,3733,46682,46756,4.51e-21,110
"714","PGEN_.00g102930::Scaffold_04:62888661-62912400","JAKTTH010013493.1",76,375,84,5,2603,2975,200809,200439,3.05e-44,189
"715","PGEN_.00g102940::Scaffold_04:62918338-62964773","JAKTTH010000216.1",79.665,477,74,16,43491,43953,274533,274066,5.65e-84,322
"716","PGEN_.00g103160::Scaffold_04:63496371-63499331","JAKTTH010009390.1",84.547,2239,325,14,1,2227,280853,278624,0,2198
"717","PGEN_.00g103170::Scaffold_04:63499471-63499986","JAKTTH010002460.1",83.284,341,53,3,3,339,1278110,1278450,1.28e-82,311
"718","PGEN_.00g103430::Scaffold_04:64364989-64451146","JAKTTH010008090.1",85.083,181,25,2,55978,56156,18662,18482,5.16e-42,183
"719","PGEN_.00g103460::Scaffold_04:64480600-64533036","JAKTTH010010053.1",78.424,774,121,33,29094,29836,84274,85032,3.6e-126,462
"720","PGEN_.00g103500::Scaffold_04:64581863-64591794","JAKTTH010015272.1",76.568,1084,242,12,191,1268,1213,2290,1.39e-163,584
"721","PGEN_.00g103530::Scaffold_04:64633352-64645834","JAKTTH010012674.1",85.408,233,34,0,1742,1974,122983,123215,1.21e-60,243
"722","PGEN_.00g103540::Scaffold_04:64651128-64679733","JAKTTH010012674.1",85.625,160,21,2,3960,4119,205559,205716,1.72e-37,167
"723","PGEN_.00g103580::Scaffold_04:64731715-64745287","JAKTTH010011154.1",88.889,90,10,0,11560,11649,391801,391712,3.88e-21,111
"724","PGEN_.00g103940::Scaffold_05:430719-469557","JAKTTH010001298.1",78.07,228,25,19,29881,30090,58210,58430,1.85e-23,121
"725","PGEN_.00g103950::Scaffold_05:474721-512050","JAKTTH010001298.1",79.386,228,22,17,8744,8953,58430,58210,1.76e-28,137
"726","PGEN_.00g104080::Scaffold_05:839584-915993","JAKTTH010010053.1",80.306,589,84,20,17675,18244,85037,84462,4.14e-112,416
"727","PGEN_.00g104170::Scaffold_05:1094419-1173170","JAKTTH010010053.1",80.306,589,84,20,59796,60365,84462,85037,4.27e-112,416
"728","PGEN_.00g104290::Scaffold_05:1557114-1586705","JAKTTH010013493.1",75.305,328,74,7,4907,5231,200846,200523,1.8e-32,150
"729","PGEN_.00g104310::Scaffold_05:1613856-1645554","JAKTTH010009249.1",95.652,69,3,0,16473,16541,110123,110055,9.08e-21,111
"730","PGEN_.00g104860::Scaffold_05:2780617-2796764","JAKTTH010014348.1",84.651,215,31,2,15212,15425,59107,59320,1.23e-51,213
"731","PGEN_.00g105290::Scaffold_05:4220265-4233956","JAKTTH010004603.1",75.758,462,104,7,6497,6953,241162,240704,1.34e-55,226
"732","PGEN_.00g105330::Scaffold_05:4419489-4450285","JAKTTH010005310.1",79.583,240,48,1,16497,16735,105445,105206,1.43e-38,171
"733","PGEN_.00g106520::Scaffold_05:7055868-7060307","JAKTTH010007991.1",85.697,846,118,1,3583,4425,164759,165604,0,889
"734","PGEN_.00g106650::Scaffold_05:7322639-7357482","JAKTTH010012578.1",98.413,63,1,0,20791,20853,271503,271565,9.98e-21,111
"735","PGEN_.00g107230::Scaffold_05:8623870-8647327","JAKTTH010004513.1",79.72,286,42,8,8301,8575,311182,310902,2.33e-45,193
"736","PGEN_.00g108240::Scaffold_05:10687643-10701868","JAKTTH010008765.1",84.746,118,14,3,1768,1883,15192,15307,3.15e-22,115
"737","PGEN_.00g108640::Scaffold_05:11684677-11692097","JAKTTH010010746.1",91.919,99,8,0,2936,3034,93390,93292,9.72e-30,139
"738","PGEN_.00g108780::Scaffold_05:11995293-12034570","JAKTTH010014713.1",79.658,526,90,14,19472,19991,571668,571154,2.81e-96,363
"739","PGEN_.00g108980::Scaffold_05:12649858-12669220","JAKTTH010002898.1",80.192,313,59,3,10944,11255,102665,102975,4.08e-57,231
"740","PGEN_.00g109080::Scaffold_05:12925421-12965069","JAKTTH010003941.1",72.403,1261,299,37,34719,35946,54807,53563,4.75e-94,355
"741","PGEN_.00g109140::Scaffold_05:13172818-13195398","JAKTTH010006865.1",82.667,150,20,4,18208,18352,251956,251808,6.42e-26,128
"742","PGEN_.00g109330::Scaffold_05:13746974-13794800","JAKTTH010004736.1",86.207,116,15,1,2737,2852,463915,463801,1.76e-24,124
"743","PGEN_.00g109610::Scaffold_05:14141720-14145445","JAKTTH010006278.1",80,210,39,3,213,421,664166,663959,6.24e-34,152
"744","PGEN_.00g109820::Scaffold_05:14544381-14576826","JAKTTH010014113.1",91.071,112,10,0,1332,1443,243511,243400,5.48e-33,152
"745","PGEN_.00g110040::Scaffold_05:15239795-15283665","JAKTTH010010509.1",78.78,820,140,14,18319,19106,27366,26549,1.76e-143,520
"746","PGEN_.00g110150::Scaffold_05:15521281-15528273","JAKTTH010005643.1",78.44,218,39,4,3287,3496,6395,6178,1.18e-28,135
"747","PGEN_.00g110260::Scaffold_05:15669855-15764255","JAKTTH010004565.1",86.364,132,18,0,77381,77512,71208,71077,2.67e-30,145
"748","PGEN_.00g110550::Scaffold_05:16587224-16639593","JAKTTH010001937.1",79.458,701,107,34,28584,29265,101261,101943,3.6e-126,462
"749","PGEN_.00g110580::Scaffold_05:16845633-16850667","JAKTTH010004736.1",88.991,109,12,0,288,396,390450,390558,8.51e-29,135
"750","PGEN_.00g110740::Scaffold_05:17215036-17299542","JAKTTH010007305.1",84.236,203,28,4,7709,7909,40217,40017,2.34e-45,195
"751","PGEN_.00g110760::Scaffold_05:17300246-17327460","JAKTTH010014183.1",79.482,541,77,25,3098,3620,14631,14107,1.17e-93,353
"752","PGEN_.00g110930::Scaffold_05:18133542-18179093","JAKTTH010014431.1",80.606,165,30,2,20557,20720,241021,240858,4.66e-25,126
"753","PGEN_.00g111030::Scaffold_05:18409470-18436972","JAKTTH010003395.1",90.909,88,8,0,5905,5992,158088,158175,4.71e-23,119
"754","PGEN_.00g111150::Scaffold_05:18605139-18646958","JAKTTH010001745.1",75.526,903,206,14,4080,4975,130064,129170,2.91e-116,429
"755","PGEN_.00g111200::Scaffold_05:18679712-18699586","JAKTTH010000951.1",78.938,584,99,17,5078,5643,93899,94476,1.83e-100,375
"756","PGEN_.00g111490::Scaffold_05:19718687-19728721","JAKTTH010001937.1",78.75,640,106,28,5258,5882,101115,101739,1.52e-108,401
"757","PGEN_.00g111540::Scaffold_05:19807798-19835966","JAKTTH010008082.1",73.856,612,141,17,25264,25870,124513,123916,2.76e-55,226
"758","PGEN_.00g111560::Scaffold_05:19857215-19874795","JAKTTH010008082.1",76.615,1223,264,17,16363,17580,93653,92448,0,654
"759","PGEN_.00g111580::Scaffold_05:19893751-19913832","JAKTTH010010053.1",79.643,560,88,17,14980,15522,84482,85032,1.43e-101,379
"760","PGEN_.00g111840::Scaffold_05:20262829-20267444","JAKTTH010011138.1",84.298,121,18,1,1887,2007,150905,150786,2.82e-23,117
"761","PGEN_.00g112000::Scaffold_05:20974109-21047756","JAKTTH010011330.1",80.077,522,91,12,69775,70293,93176,93687,6.78e-100,375
"762","PGEN_.00g112100::Scaffold_05:21359668-21368839","JAKTTH010000393.1",76.039,409,88,10,2666,3067,115841,115436,4.2e-49,204
"763","PGEN_.00g112200::Scaffold_05:21527642-21544233","JAKTTH010005253.1",84.884,172,23,3,2492,2662,112220,112389,7.72e-39,171
"764","PGEN_.00g112230::Scaffold_05:21643999-21659472","JAKTTH010000951.1",78.185,628,104,20,10369,10978,94511,93899,6.61e-99,370
"765","PGEN_.00g112270::Scaffold_05:21689393-21723396","JAKTTH010000516.1",81.595,326,56,4,14131,14454,95629,95952,1.96e-67,267
"766","PGEN_.00g112420::Scaffold_05:22399540-22456325","JAKTTH010002611.1",90.09,111,9,2,24795,24904,585151,585260,5.77e-30,143
"767","PGEN_.00g112490::Scaffold_05:22729415-22763249","JAKTTH010002611.1",89.005,191,21,0,23733,23923,383780,383590,1.53e-58,237
"768","PGEN_.00g112630::Scaffold_05:23238526-23283819","JAKTTH010002611.1",78.514,498,82,13,44813,45293,37746,37257,1.99e-78,303
"769","PGEN_.00g113900::Scaffold_05:26521876-26552566","JAKTTH010014437.1",87.755,98,11,1,1189,1285,1682,1779,2.44e-21,113
"770","PGEN_.00g113920::Scaffold_05:26604024-26610822","JAKTTH010007271.1",81.081,185,26,8,5847,6024,1532,1350,8.9e-30,139
"771","PGEN_.00g114060::Scaffold_05:26928012-26954850","JAKTTH010008575.1",85.714,203,29,0,6742,6944,270096,269894,5.69e-52,215
"772","PGEN_.00g114520::Scaffold_05:28164003-28180356","JAKTTH010000819.1",87.5,104,13,0,2631,2734,319195,319092,7.77e-24,121
"773","PGEN_.00g114680::Scaffold_05:28828475-28870104","JAKTTH010010091.1",80.838,167,26,6,1986,2149,95780,95617,4.26e-25,126
"774","PGEN_.00g114710::Scaffold_05:29069409-29093704","JAKTTH010007305.1",77.744,665,111,24,2714,3351,40698,40044,8.04e-100,374
"775","PGEN_.00g114810::Scaffold_05:29269846-29296516","JAKTTH010000726.1",80.428,327,58,5,408,732,28822,29144,7.22e-61,244
"776","PGEN_.00g114860::Scaffold_05:29450669-29459561","JAKTTH010005247.1",77.731,238,49,4,84,319,166019,166254,9.01e-31,143
"777","PGEN_.00g114870::Scaffold_05:29470079-29502859","JAKTTH010009268.1",84.971,173,26,0,26595,26767,38495,38323,3.28e-40,176
"778","PGEN_.00g115000::Scaffold_05:29923282-29944791","JAKTTH010014628.1",95.775,71,3,0,3698,3768,156600,156670,4.76e-22,115
"779","PGEN_.00g115060::Scaffold_05:30101850-30132934","JAKTTH010010053.1",82.275,378,58,9,19495,19868,85035,84663,4.89e-83,318
"780","PGEN_.00g115070::Scaffold_05:30147459-30147704","JAKTTH010002014.1",87.037,162,21,0,71,232,85611,85450,1.3e-44,183
"781","PGEN_.00g115490::Scaffold_05:31471118-31524410","JAKTTH010015191.1",80.786,458,64,20,34135,34576,101375,101824,2.31e-88,337
"782","PGEN_.00g115590::Scaffold_05:31722926-31773143","JAKTTH010006710.1",82.635,167,22,4,40236,40400,4774,4613,1.84e-29,141
"783","PGEN_.00g115760::Scaffold_05:32348931-32381335","JAKTTH010007305.1",83.224,304,42,9,2192,2490,40148,39849,1.45e-68,270
"784","PGEN_.00g115820::Scaffold_05:32514804-32549148","JAKTTH010006292.1",80.22,182,32,4,11041,11218,28452,28633,2.1e-27,134
"785","PGEN_.00g116650::Scaffold_05:34091591-34115554","JAKTTH010008963.1",84,125,16,4,12564,12686,29668,29546,1.47e-22,117
"786","PGEN_.00g116660::Scaffold_05:34125439-34140248","JAKTTH010013474.1",86.029,136,18,1,12975,13109,194960,195095,4.18e-31,145
"787","PGEN_.00g116970::Scaffold_05:35242699-35253607","JAKTTH010005576.1",77.644,331,64,10,4577,4897,101492,101822,1.08e-45,193
"788","PGEN_.00g117110::Scaffold_05:35546593-35586872","JAKTTH010007354.1",84.783,138,21,0,38165,38302,32539,32676,5.29e-29,139
"789","PGEN_.00g117300::Scaffold_05:36573510-36609110","JAKTTH010000680.1",84.962,133,18,2,10430,10561,22285,22416,2.18e-27,134
"790","PGEN_.00g117310::Scaffold_05:36612307-36639855","JAKTTH010011979.1",88.742,151,17,0,18181,18331,134514,134364,4.58e-43,185
"791","PGEN_.00g117350::Scaffold_05:36678212-36688952","JAKTTH010010776.1",79.894,189,27,10,491,677,20966,20787,3.05e-26,128
"792","PGEN_.00g117440::Scaffold_05:36878724-36920364","JAKTTH010013659.1",81.528,720,101,30,22359,23067,133779,133081,7.62e-157,564
"793","PGEN_.00g117650::Scaffold_05:37776999-37794783","JAKTTH010003563.1",81.316,380,58,13,12830,13204,274269,274640,1.31e-76,296
"794","PGEN_.00g117900::Scaffold_05:38189596-38243320","JAKTTH010001558.1",85.827,127,15,3,21322,21447,22023,21899,1.18e-26,132
"795","PGEN_.00g117960::Scaffold_05:38395220-38418883","JAKTTH010004507.1",96.552,87,2,1,22939,23024,236173,236259,2.4e-30,143
"796","PGEN_.00g118020::Scaffold_05:38494440-38517555","JAKTTH010005035.1",83.465,127,18,3,6032,6158,43635,43758,5.12e-22,115
"797","PGEN_.00g118050::Scaffold_05:38536934-38558854","JAKTTH010008071.1",86.441,118,15,1,11440,11557,401016,400900,6.23e-26,128
"798","PGEN_.00g118110::Scaffold_05:38685044-38722040","JAKTTH010008869.1",85.981,107,14,1,35273,35379,195909,195804,2.95e-21,113
"799","PGEN_.00g118200::Scaffold_05:38964491-38965278","JAKTTH010011378.1",75.374,601,126,20,129,721,466805,466219,3.39e-70,270
"800","PGEN_.00g118500::Scaffold_05:39924355-39973962","JAKTTH010012454.1",84.459,148,21,2,20,165,243300,243447,1.4e-30,145
"801","PGEN_.00g118640::Scaffold_05:40160840-40179141","JAKTTH010002925.1",76.589,645,119,15,16412,17054,49308,48694,1.72e-85,326
"802","PGEN_.00g118680::Scaffold_05:40246180-40265111","JAKTTH010005576.1",79.565,230,39,7,15222,15444,101853,101625,6.86e-35,158
"803","PGEN_.00g118700::Scaffold_05:40314683-40347286","JAKTTH010002014.1",77.368,190,41,2,22132,22320,286662,286850,9.34e-21,111
"804","PGEN_.00g118780::Scaffold_05:40521104-40529692","JAKTTH010010652.1",83.954,349,56,0,1,349,35801,36149,1.34e-88,335
"805","PGEN_.00g119010::Scaffold_05:41037060-41060596","JAKTTH010011378.1",80.526,190,31,6,3913,4098,195979,195792,8.59e-30,141
"806","PGEN_.00g119130::Scaffold_05:41632714-41682268","JAKTTH010005310.1",79.653,403,70,10,7704,8101,105594,105199,3.68e-71,279
"807","PGEN_.00g119200::Scaffold_05:41854407-41873229","JAKTTH010012416.1",89.691,97,8,2,13530,13624,38393,38297,2.49e-24,122
"808","PGEN_.00g119370::Scaffold_05:42205112-42241612","JAKTTH010000554.1",80.457,394,53,17,13922,14296,4145,3757,2.71e-71,279
"809","PGEN_.00g119400::Scaffold_05:42323732-42358406","JAKTTH010001937.1",78.067,1304,226,49,30632,31901,102674,101397,0,769
"810","PGEN_.00g119420::Scaffold_05:42393817-42400734","JAKTTH010009721.1",81.212,165,30,1,6743,6907,180560,180723,1.52e-27,132
"811","PGEN_.00g119600::Scaffold_05:42692789-42736080","JAKTTH010004645.1",83.453,139,22,1,12324,12462,17762,17899,1.23e-25,128
"812","PGEN_.00g119660::Scaffold_05:42853340-42887702","JAKTTH010000726.1",85.6,125,18,0,4139,4263,130668,130792,7.55e-27,132
"813","PGEN_.00g120030::Scaffold_05:44075549-44146508","JAKTTH010000951.1",82.609,368,50,14,32795,33158,94519,94162,5.19e-81,313
"814","PGEN_.00g120060::Scaffold_05:44178469-44249556","JAKTTH010000951.1",82.88,368,49,14,37109,37472,94162,94519,1.12e-82,318
"815","PGEN_.00g120210::Scaffold_05:44842342-44861284","JAKTTH010012006.1",91.2,125,11,0,2111,2235,24790,24666,8.82e-39,171
"816","PGEN_.00g120390::Scaffold_05:45427622-45464062","JAKTTH010000726.1",85.6,125,18,0,31528,31652,130792,130668,8.01e-27,132
"817","PGEN_.00g120460::Scaffold_05:45575671-45619918","JAKTTH010004645.1",81.818,143,24,2,29664,29806,17902,17762,7.58e-23,119
"818","PGEN_.00g120550::Scaffold_05:45843763-45859673","JAKTTH010004733.1",80.43,465,78,10,5571,6026,94792,94332,1.48e-90,342
"819","PGEN_.00g120660::Scaffold_05:45992491-45997468","JAKTTH010014598.1",80.203,197,33,5,3016,3209,217951,218144,5.03e-31,143
