"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"815","PGEN_.00g075060::Scaffold_03:49136295-49150622","CM026403.1",88.073,109,13,0,5249,5357,21152655,21152763,1.24e-26,130
"816","PGEN_.00g075150::Scaffold_03:49387212-49423506","CM026387.1",79.255,188,29,10,21972,22153,23259611,23259794,5.27e-24,122
"817","PGEN_.00g075430::Scaffold_03:50111415-50117136","CM026396.1",76.174,298,48,16,1477,1765,33203840,33204123,1.06e-28,135
"818","PGEN_.00g075620::Scaffold_03:50571073-50595604","CM026404.1",76.735,245,45,9,13745,13986,39027019,39026784,2.75e-25,126
"819","PGEN_.00g075630::Scaffold_03:50598717-50603296","CM026387.1",80.105,191,26,11,1348,1532,23259612,23259796,1.1e-27,132
"820","PGEN_.00g075690::Scaffold_03:50710744-50717258","CM026387.1",88.889,99,11,0,6388,6486,33577012,33577110,9.42e-25,122
"821","PGEN_.00g075830::Scaffold_03:51108499-51151025","CM026390.1",83.696,184,29,1,37669,37851,57167515,57167332,6.05e-39,172
"822","PGEN_.00g076000::Scaffold_03:51502491-51576145","CM026396.1",93.421,76,5,0,50942,51017,7925866,7925941,6.44e-21,113
"823","PGEN_.00g076020::Scaffold_03:51600535-51635458","CM026396.1",94.937,79,4,0,2411,2489,7925866,7925944,1.41e-24,124
"824","PGEN_.00g076080::Scaffold_03:51809615-51837420","CM026396.1",87.255,102,11,2,1642,1742,7925866,7925966,6.75e-22,115
"825","PGEN_.00g076120::Scaffold_03:51878469-51910252","CM026396.1",90.11,91,8,1,20651,20740,7925867,7925957,2.15e-22,117
"826","PGEN_.00g076410::Scaffold_03:52646062-52715313","CM026387.1",82.249,169,19,10,26421,26582,18476037,18475873,1.29e-27,135
"827","PGEN_.00g076490::Scaffold_03:52863806-52914568","CM026396.1",77.083,240,34,16,26814,27048,7925944,7925721,9.54e-23,119
"828","PGEN_.00g076510::Scaffold_03:52977500-53005968","CM026401.1",78.646,192,32,7,19604,19791,50964264,50964078,5.35e-23,119
"829","PGEN_.00g076600::Scaffold_03:53133168-53194172","CM026387.1",79.67,182,30,7,18130,18308,21284615,21284792,2.46e-24,124
"830","PGEN_.00g076660::Scaffold_03:53278061-53305395","CM026386.1",78.723,188,30,10,17134,17318,14983329,14983509,1.85e-22,117
"831","PGEN_.00g076680::Scaffold_03:53329778-53337361","CM026387.1",88.333,120,14,0,1,120,2539718,2539599,2.34e-31,145
"832","PGEN_.00g076700::Scaffold_03:53416225-53426545","CM026390.1",84.122,296,41,4,1646,1939,58003650,58003941,2.33e-72,281
"833","PGEN_.00g076810::Scaffold_03:53761237-53767685","CM026387.1",79.717,212,32,10,3065,3273,6003045,6003248,7.16e-31,143
"834","PGEN_.00g076940::Scaffold_03:54320324-54329682","CM026396.1",85.714,105,15,0,7897,8001,29807247,29807351,2.93e-21,111
"835","PGEN_.00g077310::Scaffold_03:54853728-54865488","JABXNX010000022.1",98.642,810,8,2,9830,10639,437307,438113,0,1432
"836","PGEN_.00g077330::Scaffold_03:54909107-55002095","CM026403.1",80.645,186,29,7,30828,31010,48891497,48891316,4.82e-28,137
"837","PGEN_.00g077340::Scaffold_03:55041225-55065015","CM026387.1",93.902,82,5,0,3253,3334,7238582,7238663,9.6e-25,124
"838","PGEN_.00g077480::Scaffold_03:55296757-55431045","CM026387.1",82.873,181,29,2,21821,22001,73636159,73635981,4.13e-35,161
"839","PGEN_.00g077490::Scaffold_03:55475176-55489738","CM026396.1",84.615,130,14,5,10333,10459,8012628,8012754,5.87e-25,124
"840","PGEN_.00g077590::Scaffold_03:55713366-55713692","CM026387.1",85.714,210,27,3,119,326,39341138,39341346,5.37e-55,219
"841","PGEN_.00g077650::Scaffold_03:55799060-55845117","CM026401.1",78.838,241,33,12,7515,7749,32057630,32057858,3.97e-31,147
"842","PGEN_.00g077670::Scaffold_03:55902360-55915229","CM026392.1",94.375,160,8,1,3068,3227,21174183,21174341,3.82e-61,244
"843","PGEN_.00g077840::Scaffold_03:56239751-56262503","CM026387.1",82.812,128,20,2,14230,14356,44084126,44084252,1.99e-21,113
"844","PGEN_.00g077850::Scaffold_03:56277500-56310720","CM026392.1",87.379,103,13,0,6790,6892,51168955,51168853,6.24e-23,119
"845","PGEN_.00g077890::Scaffold_03:56369898-56390135","CM026396.1",86.869,99,13,0,11948,12046,7925964,7925866,6.36e-21,111
"846","PGEN_.00g078040::Scaffold_03:56726784-56787647","CM026387.1",83.513,279,45,1,63,341,53412898,53412621,6.46e-65,259
"847","PGEN_.00g078100::Scaffold_03:56935928-56972768","CM026387.1",87.963,108,11,2,7995,8101,53030447,53030341,4.13e-25,126
"848","PGEN_.00g078150::Scaffold_03:57036582-57046450","CM026396.1",92.405,79,6,0,2653,2731,7925944,7925866,8.6e-22,113
"849","PGEN_.00g078170::Scaffold_03:57060893-57063357","CM026386.1",81.804,621,94,5,879,1490,28269075,28268465,1.08e-139,503
"850","PGEN_.00g078300::Scaffold_03:57231680-57345173","CM026401.1",81.109,1371,238,14,5129,6485,9529649,9528286,0,1077
"851","PGEN_.00g078350::Scaffold_03:57712487-57736761","CM026402.1",85.458,502,58,6,12847,13336,51890375,51890873,2.31e-140,508
"852","PGEN_.00g078610::Scaffold_04:575867-680954","CM026389.1",78.646,192,29,11,59567,59753,59302574,59302758,7.1e-22,117
"853","PGEN_.00g078620::Scaffold_04:761594-774985","CM026387.1",77.604,192,37,5,8966,9154,20392769,20392581,4.2e-21,111
"854","PGEN_.00g078720::Scaffold_04:899893-915973","CM026387.1",82.353,204,26,8,1902,2102,6003045,6003241,2.95e-38,169
"855","PGEN_.00g078950::Scaffold_04:1457893-1474952","CM026391.1",80.337,178,24,7,12163,12337,48636024,48635855,6.88e-25,124
"856","PGEN_.00g079020::Scaffold_04:1620597-1663422","CM026391.1",75.464,2478,584,23,40339,42804,19610014,19612479,0,1186
"857","PGEN_.00g079170::Scaffold_04:1969028-1989528","CM026391.1",83.333,198,33,0,16963,17160,26525423,26525226,1.35e-42,183
"858","PGEN_.00g079490::Scaffold_04:2609732-2635438","CM026404.1",80.412,194,26,12,711,898,56991764,56991577,1.33e-28,137
"859","PGEN_.00g079650::Scaffold_04:3138682-3158733","CM026404.1",86.905,168,20,2,3783,3949,45856743,45856577,1.02e-43,187
"860","PGEN_.00g080030::Scaffold_04:3970448-4027395","CM026396.1",92.405,79,6,0,22370,22448,7925866,7925944,4.98e-21,113
"861","PGEN_.00g080050::Scaffold_04:4055393-4085292","CM026395.1",80.488,164,23,6,23625,23780,68822717,68822879,2.02e-22,117
"862","PGEN_.00g080190::Scaffold_04:4331208-4355068","CM026396.1",81.579,418,68,7,2770,3181,5769609,5769195,1.14e-88,337
"863","PGEN_.00g080200::Scaffold_04:4356663-4367937","CM026391.1",80.631,222,40,3,11043,11264,12577688,12577906,2.07e-38,169
"864","PGEN_.00g080240::Scaffold_04:4448428-4481295","CM026398.1",82.447,188,25,8,1544,1727,65909094,65909277,1.31e-34,158
"865","PGEN_.00g080250::Scaffold_04:4493102-4502837","CM026390.1",81.347,193,32,4,8013,8201,57167524,57167332,5e-34,154
"866","PGEN_.00g080420::Scaffold_04:4882859-4923096","CM026396.1",92.405,79,6,0,3002,3080,7925866,7925944,3.52e-21,113
"867","PGEN_.00g080460::Scaffold_04:5045175-5046938","CM026400.1",95.238,84,2,2,848,930,2223301,2223219,4.18e-28,132
"868","PGEN_.00g080690::Scaffold_04:5670425-5730456","CM026404.1",77.835,194,37,6,42267,42457,80376800,80376990,1.46e-21,115
"869","PGEN_.00g080990::Scaffold_04:6525658-6556643","CM026391.1",81.967,183,31,2,3987,4168,17417406,17417225,1.6e-33,154
"870","PGEN_.00g081000::Scaffold_04:6562308-6600640","JABXNX010003770.1",88.372,215,25,0,1808,2022,19107,19321,4.07e-65,259
"871","PGEN_.00g081170::Scaffold_04:6991924-7011883","CM026390.1",81.646,1373,207,28,15066,16402,21018571,21019934,0,1098
"872","PGEN_.00g081800::Scaffold_04:8434200-8470280","CM026391.1",83.537,492,77,3,1396,1885,88127532,88127043,1.26e-124,457
"873","PGEN_.00g081870::Scaffold_04:8650581-8679174","CM026396.1",95.181,83,4,0,5298,5380,7925867,7925949,6.9e-27,132
"874","PGEN_.00g082740::Scaffold_04:10532037-10554499","CM026387.1",84.568,162,21,4,17679,17839,46679688,46679846,8.94e-35,158
"875","PGEN_.00g082760::Scaffold_04:10619153-10637557","CM026396.1",94.667,75,4,0,12538,12612,7925870,7925944,1.24e-22,117
"876","PGEN_.00g083050::Scaffold_04:11234362-11243155","CM026391.1",78.836,189,32,8,434,617,24948289,24948104,4.58e-24,121
"877","PGEN_.00g083130::Scaffold_04:11361583-11372213","CM026403.1",85.849,106,14,1,2017,2121,21152762,21152657,3.33e-21,111
"878","PGEN_.00g083310::Scaffold_04:11731455-11748698","CM026391.1",86.627,830,107,4,5947,6774,94704809,94703982,0,915
"879","PGEN_.00g083450::Scaffold_04:12011474-12020681","CM026388.1",98.667,75,1,0,2081,2155,52043124,52043198,6.16e-28,134
"880","PGEN_.00g083630::Scaffold_04:12505260-12541035","CM026396.1",92.593,81,6,0,26443,26523,7925866,7925946,2.42e-22,117
"881","PGEN_.00g083640::Scaffold_04:12560752-12564727","CM026391.1",71.452,1212,276,46,1472,2649,14810676,14809501,1.51e-65,257
"882","PGEN_.00g083740::Scaffold_04:12771404-12809849","CM026395.1",79.475,648,118,14,15381,16021,28269918,28269279,2.92e-121,446
"883","PGEN_.00g083760::Scaffold_04:12840808-12951136","CM026394.1",79.058,191,25,13,56407,56593,6721585,6721406,7.46e-22,117
"884","PGEN_.00g083960::Scaffold_04:13234221-13253651","CM026396.1",77.099,262,33,18,11788,12045,7925957,7925719,2.18e-25,126
"885","PGEN_.00g084010::Scaffold_04:13411377-13466204","CM026402.1",80.597,201,33,5,6056,6253,60835696,60835893,3.65e-32,150
"886","PGEN_.00g084020::Scaffold_04:13499417-13509361","CM026387.1",79.894,189,34,4,5525,5711,20392579,20392765,1.85e-28,135
"887","PGEN_.00g084240::Scaffold_04:13992102-14037567","CM026404.1",78.218,202,35,9,43682,43879,80376798,80376994,2.37e-23,121
"888","PGEN_.00g084270::Scaffold_04:14109327-14112486","CM026387.1",78.994,1014,179,19,1072,2074,15083871,15082881,0,662
"889","PGEN_.00g084340::Scaffold_04:14304379-14335635","CM026395.1",92.308,91,4,3,21605,21694,70617677,70617589,3.51e-25,126
"890","PGEN_.00g084380::Scaffold_04:14447241-14462900","CM026388.1",81.053,190,25,11,12453,12637,38027911,38028094,6.27e-30,141
"891","PGEN_.00g084410::Scaffold_04:14526575-14541789","CM026387.1",75.54,278,64,4,3286,3561,74386193,74385918,1.02e-27,134
"892","PGEN_.00g084480::Scaffold_04:14883941-14904428","CM026396.1",87.129,101,11,2,13685,13784,7925866,7925965,1.79e-21,113
"893","PGEN_.00g084910::Scaffold_04:15790649-15811890","JABXNX010001238.1",81.659,229,39,3,20565,20791,7730,7957,1.08e-43,187
"894","PGEN_.00g085050::Scaffold_04:16049150-16113802","CM026403.1",80.682,176,22,11,10346,10512,14571801,14571973,7.26e-25,126
"895","PGEN_.00g085070::Scaffold_04:16222743-16267211","CM026396.1",87.736,106,12,1,21721,21826,7925970,7925866,6.46e-24,122
"896","PGEN_.00g085110::Scaffold_04:16302182-16327531","JABXNX010000020.1",75.987,304,68,4,15458,15759,486358,486058,4.69e-33,152
"897","PGEN_.00g085220::Scaffold_04:16443385-16457022","CM026403.1",86.792,106,14,0,7579,7684,21152657,21152762,2.56e-23,119
"898","PGEN_.00g085250::Scaffold_04:16482795-16496335","CM026404.1",78.723,188,30,9,10434,10616,56991764,56991582,9.13e-23,117
"899","PGEN_.00g085420::Scaffold_04:16868515-16964019","CM026391.1",89.091,110,8,3,18,125,25332331,25332224,6.41e-27,134
"900","PGEN_.00g085740::Scaffold_04:18025281-18038237","CM026387.1",80.928,194,31,6,7405,7596,20392769,20392580,3.1e-32,148
"901","PGEN_.00g085820::Scaffold_04:18182803-18206321","CM026404.1",78.238,193,32,9,15375,15562,65328424,65328237,5.71e-22,115
"902","PGEN_.00g085890::Scaffold_04:18280349-18291656","CM026387.1",80.851,188,26,10,9571,9753,23259794,23259612,1.63e-29,139
"903","PGEN_.00g085910::Scaffold_04:18305928-18320365","CM026387.1",78.421,190,32,9,3236,3421,23414134,23413950,3.5e-22,115
"904","PGEN_.00g085920::Scaffold_04:18338676-18434557","CM026391.1",82.544,338,59,0,1131,1468,28900600,28900263,2.16e-76,298
"905","PGEN_.00g085990::Scaffold_04:18631304-18642705","CM026394.1",88.785,107,10,2,6702,6807,60822569,60822464,9.87e-27,130
"906","PGEN_.00g086070::Scaffold_04:18983022-19006232","CM026397.1",80.526,190,26,9,18908,19091,64201092,64200908,4.33e-28,135
"907","PGEN_.00g086160::Scaffold_04:19175373-19186177","CM026391.1",83.152,184,19,10,10366,10543,65075376,65075553,4.29e-35,158
"908","PGEN_.00g086180::Scaffold_04:19220280-19240990","CM026396.1",87.5,112,11,3,19606,19716,7925861,7925970,2.32e-25,126
"909","PGEN_.00g086420::Scaffold_04:20026973-20033676","CM026403.1",78.261,184,32,7,4562,4739,57755992,57755811,2.1e-21,111
"910","PGEN_.00g086450::Scaffold_04:20083254-20136598","CM026403.1",77.824,239,30,15,52139,52373,21152543,21152762,5.99e-25,126
"911","PGEN_.00g086550::Scaffold_04:20271893-20286241","CM026391.1",85.795,176,24,1,10970,11144,67035522,67035347,2.62e-43,185
"912","PGEN_.00g086880::Scaffold_04:21149045-21156446","CM026398.1",78.492,358,58,11,5947,6299,35954896,35954553,4.78e-53,217
"913","PGEN_.00g086950::Scaffold_04:21447763-21502526","CM026396.1",87.85,107,10,3,35250,35355,7925970,7925866,7.95e-24,122
"914","PGEN_.00g086970::Scaffold_04:21543897-21544861","CM026396.1",79.041,730,145,7,202,927,4069336,4070061,2.5e-137,494
"915","PGEN_.00g087010::Scaffold_04:21546782-21547876","CM026394.1",74.922,642,141,13,456,1092,27315013,27315639,1.12e-71,276
"916","PGEN_.00g087060::Scaffold_04:21662824-21678701","CM026403.1",78.947,190,32,8,9973,10158,48891312,48891497,2.3e-24,122
"917","PGEN_.00g087130::Scaffold_04:21803194-21807068","CM026392.1",87.363,182,21,1,1122,1301,59022786,59022967,1.5e-50,207
"918","PGEN_.00g087170::Scaffold_04:21908341-21920436","CM026390.1",88.182,110,12,1,6527,6635,63580058,63579949,1.05e-26,130
"919","PGEN_.00g087190::Scaffold_04:21975367-22078490","CM026391.1",86.047,172,24,0,73414,73585,22882857,22883028,1.88e-42,185
"920","PGEN_.00g087200::Scaffold_04:22078517-22096921","CM026396.1",87.85,107,11,2,2521,2626,7925971,7925866,7.42e-25,124
"921","PGEN_.00g087330::Scaffold_04:22219118-22244721","CM026396.1",92.941,85,6,0,10184,10268,7925950,7925866,1.03e-24,124
"922","PGEN_.00g087520::Scaffold_04:22699410-22728829","CM026388.1",71.648,3386,533,289,15132,18248,53021464,53024691,9.95e-150,540
"923","PGEN_.00g087690::Scaffold_04:23209560-23230699","CM026386.1",82.721,272,27,8,3128,3393,62077797,62078054,8.17e-55,224
"924","PGEN_.00g088030::Scaffold_04:23869390-23900240","CM026392.1",71.91,712,184,14,29341,30044,34044104,34043401,3.37e-45,193
"925","PGEN_.00g088520::Scaffold_04:25215619-25237596","CM026396.1",92.391,92,7,0,20593,20684,7925957,7925866,5.3e-27,132
"926","PGEN_.00g088590::Scaffold_04:25456447-25477609","CM026394.1",80.769,182,20,13,3210,3380,16212312,16212489,6.6e-26,128
"927","PGEN_.00g088610::Scaffold_04:25513515-25602757","CM026404.1",81.967,183,22,10,54930,55105,56991764,56991586,2.77e-30,145
"928","PGEN_.00g088670::Scaffold_04:25698913-25764936","CM026401.1",79.255,188,30,8,51403,51585,10254888,10255071,9.59e-24,122
"929","PGEN_.00g088690::Scaffold_04:25774124-25818276","CM026404.1",83.511,188,23,5,14315,14498,56991581,56991764,8.12e-38,169
"930","PGEN_.00g088830::Scaffold_04:26203106-26241657","CM026404.1",79.144,187,31,8,32528,32710,55726379,55726197,5.6e-24,122
"931","PGEN_.00g088950::Scaffold_04:26738897-26768370","CM026403.1",79.57,186,32,6,5028,5210,57755990,57755808,9.2e-26,128
"932","PGEN_.00g089160::Scaffold_04:27250647-27328950","CM026391.1",82.759,174,30,0,77095,77268,2336112,2335939,1.12e-33,156
"933","PGEN_.00g089240::Scaffold_04:27606317-27606823","CM026397.1",81.401,414,72,1,42,455,90379032,90379440,2.94e-89,333
"934","PGEN_.00g089250::Scaffold_04:27606877-27607230","CM026397.1",84.478,335,47,1,1,335,90379048,90379377,3.35e-87,326
"935","PGEN_.00g089260::Scaffold_04:27607268-27607651","CM026387.1",90.455,220,21,0,9,228,40368452,40368671,1.34e-76,291
"936","PGEN_.00g089290::Scaffold_04:27672606-27679772","CM026390.1",87.273,110,9,4,6785,6891,52837858,52837965,3.73e-24,121
"937","PGEN_.00g089370::Scaffold_04:27874757-27930228","CM026391.1",80.22,182,32,4,47064,47243,91005261,91005082,3.72e-27,134
"938","PGEN_.00g089480::Scaffold_04:28140021-28151728","CM026390.1",83.333,192,30,2,9223,9412,57167524,57167333,1.28e-40,176
"939","PGEN_.00g089770::Scaffold_04:29395700-29402973","CM026390.1",83.06,183,28,3,3924,4104,57167331,57167512,6.2e-37,163
"940","PGEN_.00g089860::Scaffold_04:29647412-29672260","CM026391.1",83.333,156,26,0,1995,2150,47431628,47431473,7.7e-31,145
"941","PGEN_.00g089960::Scaffold_04:29889069-29907327","CM026404.1",79.583,240,36,12,17173,17405,9339638,9339871,2.02e-35,159
"942","PGEN_.00g090390::Scaffold_04:30776474-30777112","CM026396.1",86,100,12,1,424,521,14485049,14484950,8.91e-21,106
"943","PGEN_.00g090590::Scaffold_04:31207356-31221440","CM026399.1",79.522,293,39,14,13525,13809,7180367,7180088,1.98e-44,189
"944","PGEN_.00g090660::Scaffold_04:31291486-31299640","CM026391.1",79.522,293,37,15,277,560,38571512,38571234,4.13e-44,187
"945","PGEN_.00g090810::Scaffold_04:31530275-31563259","CM026404.1",75.04,1258,264,41,20340,21566,66061350,66062588,4.01e-149,538
"946","PGEN_.00g090860::Scaffold_04:31752389-31805657","CM026396.1",90.654,107,7,3,42359,42464,7925866,7925970,7.68e-29,139
"947","PGEN_.00g090980::Scaffold_04:31990836-32023885","CM026390.1",88.889,99,11,0,15184,15282,63579950,63580048,4.8e-24,122
"948","PGEN_.00g091120::Scaffold_04:32338518-32366100","CM026404.1",78.421,190,32,9,10716,10900,56991761,56991576,6.7e-22,115
"949","PGEN_.00g091140::Scaffold_04:32404155-32434025","CM026404.1",80.319,188,27,7,13024,13206,56991580,56991762,2e-27,134
"950","PGEN_.00g091180::Scaffold_04:32480497-32496173","CM026394.1",81.283,187,25,10,12564,12745,43332206,43332387,1.75e-30,143
"951","PGEN_.00g091500::Scaffold_04:33172509-33216190","CM026391.1",79.167,192,30,10,15031,15217,53536452,53536638,1.76e-24,124
"952","PGEN_.00g091540::Scaffold_04:33334254-33366329","CM026391.1",82.584,178,31,0,30582,30759,32226382,32226205,1.28e-34,158
"953","PGEN_.00g091550::Scaffold_04:33373318-33395845","CM026403.1",96.512,86,0,3,9581,9665,28941617,28941534,3.25e-29,139
"954","PGEN_.00g091640::Scaffold_04:33536327-33568843","CM026394.1",80.965,767,118,20,31762,32516,13347090,13346340,1.8e-162,582
"955","PGEN_.00g091920::Scaffold_04:34209199-34215466","CM026404.1",85.849,1060,145,3,9,1064,66767616,66768674,0,1122
"956","PGEN_.00g092100::Scaffold_04:34811371-34828363","JABXNX010002273.1",80.851,188,24,11,9739,9920,6599,6780,8.8e-29,137
"957","PGEN_.00g092200::Scaffold_04:34992731-35039567","CM026401.1",80,180,28,8,40060,40235,50964258,50964083,5.26e-25,126
"958","PGEN_.00g092220::Scaffold_04:35058081-35111977","CM026387.1",81.579,190,31,4,35490,35677,20392581,20392768,2.78e-33,154
"959","PGEN_.00g092240::Scaffold_04:35152658-35161882","CM026396.1",89.474,95,7,3,6782,6875,7925970,7925878,6.22e-23,117
"960","PGEN_.00g092260::Scaffold_04:35182554-35220655","CM026389.1",79.57,186,32,6,31954,32136,41322534,41322352,1.19e-25,128
"961","PGEN_.00g092270::Scaffold_04:35245149-35300084","CM026402.1",80.526,190,25,9,472,654,62629686,62629502,1.02e-27,135
"962","PGEN_.00g092310::Scaffold_04:35342406-35373427","CM026391.1",87.681,138,17,0,20143,20280,4695569,4695432,9.54e-36,161
"963","PGEN_.00g092430::Scaffold_04:35537636-35575979","CM026391.1",91.241,137,12,0,26605,26741,74153567,74153431,1.95e-43,187
"964","PGEN_.00g092590::Scaffold_04:35865239-35990829","CM026390.1",79.348,184,34,4,77296,77477,61821638,61821819,1.41e-24,126
"965","PGEN_.00g092690::Scaffold_04:36217779-36244610","CM026390.1",81.026,195,27,8,6395,6587,96437346,96437532,2.31e-31,147
"966","PGEN_.00g092700::Scaffold_04:36265071-36285621","CM026396.1",79.581,191,28,11,18829,19014,28971525,28971341,2.3e-25,126
"967","PGEN_.00g092760::Scaffold_04:36415477-36434083","CM026398.1",79.762,168,34,0,12585,12752,59616322,59616489,2.7e-24,122
"968","PGEN_.00g092880::Scaffold_04:36664679-36676304","CM026398.1",82.857,140,17,4,3706,3840,19200124,19199987,2.18e-23,119
"969","PGEN_.00g092980::Scaffold_04:36992904-37034784","CM026391.1",79.769,173,22,12,23984,24150,14066793,14066958,3.66e-21,113
"970","PGEN_.00g093040::Scaffold_04:37132475-37142077","CM026391.1",88.525,122,9,3,4820,4937,7112405,7112525,1.07e-30,143
"971","PGEN_.00g093090::Scaffold_04:37381249-37394147","CM026404.1",78.596,285,40,17,10364,10640,17499855,17499584,2.37e-38,169
"972","PGEN_.00g093180::Scaffold_04:37722474-37754936","CM026388.1",77.599,808,155,19,25948,26749,41013944,41013157,1.89e-127,466
"973","PGEN_.00g093250::Scaffold_04:37870436-37883362","CM026388.1",76.52,839,169,20,2804,3628,41013061,41013885,7.62e-118,433
"974","PGEN_.00g093400::Scaffold_04:38628644-38628919","CM026387.1",80.899,178,30,1,79,252,80193033,80192856,1.28e-30,137
"975","PGEN_.00g093510::Scaffold_04:38882860-38893393","CM026387.1",78.713,202,29,14,4923,5118,20392584,20392777,1.53e-24,122
"976","PGEN_.00g093530::Scaffold_04:38905061-38914019","CM026399.1",84.705,948,125,14,2408,3351,16663553,16664484,0,929
"977","PGEN_.00g093580::Scaffold_04:39037678-39078358","CM026404.1",83.422,187,25,6,32596,32779,56991583,56991766,7.48e-38,169
"978","PGEN_.00g093650::Scaffold_04:39217316-39255121","CM026399.1",82.564,195,31,3,18758,18951,37943488,37943296,6.95e-38,169
"979","PGEN_.00g093990::Scaffold_04:40113741-40124683","CM026387.1",78.68,197,31,11,1666,1856,53103532,53103723,5.7e-24,121
"980","PGEN_.00g094340::Scaffold_04:40754813-40759161","CM026391.1",77.934,213,47,0,1037,1249,4196141,4195929,2.9e-28,134
"981","PGEN_.00g094360::Scaffold_04:40779810-40794468","CM026390.1",87.379,103,10,3,11661,11762,64744169,64744269,3.56e-22,115
"982","PGEN_.00g094420::Scaffold_04:40852643-40888962","CM026391.1",81.879,149,22,5,31837,31984,79346784,79346928,1.9e-23,121
"983","PGEN_.00g094470::Scaffold_04:41110726-41122899","CM026391.1",84.167,120,17,2,6992,7110,52344057,52344175,2.95e-22,115
"984","PGEN_.00g094700::Scaffold_04:42337928-42384343","CM026396.1",88.785,107,9,3,18783,18888,7925970,7925866,1.45e-25,128
"985","PGEN_.00g095030::Scaffold_04:43241393-43273018","CM026402.1",83.951,162,23,3,23425,23584,64161731,64161571,5.86e-33,152
"986","PGEN_.00g095040::Scaffold_04:43279562-43303220","CM026404.1",84.906,159,19,2,254,412,53362005,53361852,3.39e-34,156
"987","PGEN_.00g095170::Scaffold_04:43668725-43691326","CM026391.1",98.795,83,1,0,14911,14993,2235541,2235459,5.41e-32,148
"988","PGEN_.00g095790::Scaffold_04:45185487-45206234","CM026396.1",87.736,106,11,2,9907,10011,7925970,7925866,3.01e-24,122
"989","PGEN_.00g095800::Scaffold_04:45214217-45227489","CM026403.1",86.239,109,10,5,1576,1682,21152657,21152762,1.16e-21,113
"990","PGEN_.00g096290::Scaffold_04:46387927-46388541","CM026402.1",79.218,486,70,17,148,614,19614136,19614609,6.08e-82,309
"991","PGEN_.00g096500::Scaffold_04:46773636-46881425","CM026403.1",94.118,102,3,3,41812,41912,36363273,36363372,2e-32,152
"992","PGEN_.00g096840::Scaffold_04:47678043-47683922","CM026391.1",91.591,1213,72,6,4278,5474,16112440,16111242,0,1648
"993","PGEN_.00g096900::Scaffold_04:48051376-48087307","CM026403.1",84.483,232,23,5,30208,30438,32061950,32061731,2.33e-52,217
"994","PGEN_.00g096950::Scaffold_04:48173035-48173349","CM026386.1",93.528,309,20,0,6,314,98736271,98735963,7.75e-128,460
"995","PGEN_.00g097080::Scaffold_04:48520586-48549491","CM026396.1",92.391,92,7,0,3003,3094,7925866,7925957,6.97e-27,132
"996","PGEN_.00g097190::Scaffold_04:49015060-49081695","CM026390.1",88,100,12,0,34120,34219,63580048,63579949,1.25e-22,119
"997","PGEN_.00g097230::Scaffold_04:49124196-49233907","CM026391.1",86.335,161,22,0,91796,91956,26617387,26617227,1.21e-39,176
"998","PGEN_.00g097810::Scaffold_04:50228618-50230462","CM026398.1",86.792,159,21,0,1277,1435,45009107,45008949,5.55e-42,178
"999","PGEN_.00g097890::Scaffold_04:50452281-50460063","CM026396.1",92.273,1553,101,5,2071,3621,37238993,37237458,0,2185
"1000","PGEN_.00g098070::Scaffold_04:50683460-50691242","CM026396.1",92.273,1553,101,5,4161,5711,37237458,37238993,0,2185
"1001","PGEN_.00g098270::Scaffold_04:51112554-51139374","CM026391.1",80.769,208,40,0,18460,18667,53595083,53595290,2.29e-36,163
"1002","PGEN_.00g098280::Scaffold_04:51149620-51181830","CM026392.1",88.261,460,52,2,28478,28936,49456466,49456008,1.81e-152,549
"1003","PGEN_.00g098390::Scaffold_04:51797232-51888099","CM026391.1",81.435,237,44,0,78194,78430,45271525,45271761,2.76e-45,195
"1004","PGEN_.00g098680::Scaffold_04:52947947-52964648","CM026387.1",76.95,282,37,16,8559,8825,6233211,6232943,3.11e-28,135
"1005","PGEN_.00g098830::Scaffold_04:53303192-53338945","CM026391.1",83.065,124,21,0,23888,24011,36920327,36920450,3.12e-21,113
"1006","PGEN_.00g098860::Scaffold_04:53394538-53435605","CM026403.1",76.596,235,37,12,15058,15289,21152762,21152543,3.59e-21,113
"1007","PGEN_.00g098930::Scaffold_04:53485903-53497860","CM026397.1",83.632,446,46,13,11485,11929,90379443,90379024,3.33e-106,394
"1008","PGEN_.00g099490::Scaffold_04:54698981-54707639","CM026396.1",85.981,107,12,3,964,1069,7925970,7925866,2.71e-21,111
"1009","PGEN_.00g099600::Scaffold_04:54916197-54978159","CM026391.1",79.837,491,92,3,2253,2741,54430338,54429853,1.05e-92,351
"1010","PGEN_.00g099610::Scaffold_04:54990312-54990641","CM026398.1",90.066,151,15,0,137,287,45009107,45008957,2.54e-48,196
"1011","PGEN_.00g099620::Scaffold_04:54990690-54990932","CM026398.1",84.286,210,17,9,19,217,45008881,45008677,8.41e-47,191
"1012","PGEN_.00g099670::Scaffold_04:55089615-55131416","CM026396.1",88.785,107,9,3,9505,9610,7925866,7925970,1.3e-25,128
"1013","PGEN_.00g099730::Scaffold_04:55289930-55352398","CM026397.1",79.679,187,34,4,12066,12250,64200911,64201095,1.51e-26,132
"1014","PGEN_.00g099950::Scaffold_04:55738088-55761145","CM026391.1",83.761,117,19,0,17002,17118,54029440,54029556,7.24e-21,111
