"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"369","PGEN_.00g063860::Scaffold_03:16121565-16194929","OX365946.1",96.25,80,2,1,39692,39771,8674665,8674743,3.84e-26,130
"370","PGEN_.00g064010::Scaffold_03:16500456-16502909","OX365946.1",81.871,171,24,7,2008,2175,61750611,61750445,7.59e-30,137
"371","PGEN_.00g064190::Scaffold_03:16794179-16831297","OX365946.1",87.117,163,19,2,29444,29605,38841505,38841344,1.47e-42,183
"372","PGEN_.00g064580::Scaffold_03:18023478-18094214","OX365946.1",85.5,200,29,0,4408,4607,9921801,9922000,4.63e-50,209
"373","PGEN_.00g064600::Scaffold_03:18159130-18245404","OX365946.1",81.91,199,36,0,59079,59277,3430059,3429861,9.58e-38,169
"374","PGEN_.00g064610::Scaffold_03:18257621-18320268","OX365947.1",75.769,260,50,12,2268,2519,45311504,45311758,7.1e-23,119
"375","PGEN_.00g064620::Scaffold_03:18345710-18548969","OX365946.1",85.714,189,27,0,50731,50919,9921810,9921998,8e-47,200
"376","PGEN_.00g064660::Scaffold_03:18598447-18632064","OX365946.1",78.155,206,45,0,3748,3953,3453391,3453186,4.89e-27,132
"377","PGEN_.00g064670::Scaffold_03:18637031-18656062","OX365945.1",89.011,91,10,0,15231,15321,37012492,37012582,1e-21,113
"378","PGEN_.00g064740::Scaffold_03:18809878-18851487","OX365946.1",84.242,165,16,8,12622,12781,6300685,6300526,4.65e-33,152
"379","PGEN_.00g064780::Scaffold_03:18983850-19068403","OX365950.1",79.545,220,35,10,68609,68823,32051514,32051300,1.22e-31,148
"380","PGEN_.00g064800::Scaffold_03:19085859-19123135","OX365946.1",87.647,170,17,4,10117,10283,36493466,36493298,6.82e-46,195
"381","PGEN_.00g064850::Scaffold_03:19197036-19251325","OX365946.1",82.069,145,22,4,35746,35888,43389272,43389130,1.71e-23,121
"382","PGEN_.00g064880::Scaffold_03:19301262-19311701","OX365946.1",81.287,171,32,0,7660,7830,38709336,38709506,9.06e-30,139
"383","PGEN_.00g065040::Scaffold_03:19852197-19882112","OX365954.1",79.261,352,57,15,5675,6018,2118620,2118963,4.17e-57,231
"384","PGEN_.00g065050::Scaffold_03:19920344-19948798","OX365946.1",83.981,206,31,2,20316,20520,57496575,57496779,1.45e-46,196
"385","PGEN_.00g065210::Scaffold_03:20446152-20451136","OX365946.1",87.5,128,16,0,456,583,9090740,9090613,7.17e-33,148
"386","PGEN_.00g065220::Scaffold_03:20462726-20486046","OX365957.1",90.805,87,6,2,4612,4698,41134754,41134670,3.42e-22,115
"387","PGEN_.00g065330::Scaffold_03:20720165-20723492","OX365948.1",73.077,676,168,14,1997,2665,33521461,33522129,5.96e-57,228
"388","PGEN_.00g065660::Scaffold_03:21359281-21360873","OX365959.1",85.741,1052,142,8,543,1591,41827800,41826754,0,1105
"389","PGEN_.00g065670::Scaffold_03:21370790-21373548","OX365959.1",73.359,518,128,9,1079,1590,9381822,9381309,1.08e-43,183
"390","PGEN_.00g065830::Scaffold_03:21728812-21807530","OX365945.1",75.168,298,59,12,36369,36659,40170198,40169909,5.33e-25,126
"391","PGEN_.00g066060::Scaffold_03:22685972-22783531","OX365946.1",75.115,651,117,26,45547,46167,33477931,33478566,4.83e-66,263
"392","PGEN_.00g066160::Scaffold_03:23225496-23246197","OX365944.1",85.833,120,17,0,19978,20097,52266060,52265941,3.9e-26,128
"393","PGEN_.00g066290::Scaffold_03:23524783-23547733","OX365957.1",75.298,336,70,11,15409,15736,15103221,15102891,3.32e-32,148
"394","PGEN_.00g066340::Scaffold_03:23576108-23642329","OX365955.1",77.826,230,38,10,9518,9739,1915997,1916221,3.47e-26,130
"395","PGEN_.00g066380::Scaffold_03:23707387-23719126","OX365947.1",90.654,107,10,0,3615,3721,11033548,11033442,7.88e-31,143
"396","PGEN_.00g066760::Scaffold_03:24688030-24740133","OX365956.1",79.928,279,47,6,28162,28438,13395482,13395211,2.65e-46,196
"397","PGEN_.00g067010::Scaffold_03:25301594-25336986","OX365959.1",76.991,339,54,20,24893,25217,9239735,9239407,3.04e-39,172
"398","PGEN_.00g067070::Scaffold_03:25398209-25508018","OX365946.1",76.412,301,53,17,68904,69195,45817281,45817572,5.71e-31,147
"399","PGEN_.00g067300::Scaffold_03:25996083-26025415","OX365947.1",75.987,304,55,18,19281,19574,45311744,45311449,7.09e-30,141
"400","PGEN_.00g067320::Scaffold_03:26053771-26066445","OX365945.1",80.583,206,26,6,9900,10093,890706,890503,6.58e-32,147
"401","PGEN_.00g067550::Scaffold_03:26908516-26915192","OX365946.1",80.102,196,34,4,5113,5307,5837723,5837914,1.61e-30,141
"402","PGEN_.00g067760::Scaffold_03:27224499-27234394","OX365950.1",86.538,104,12,1,1217,1320,23738510,23738409,5.21e-22,113
"403","PGEN_.00g067870::Scaffold_03:27396051-27426616","OX365946.1",85.987,157,19,3,28941,29095,44719894,44720049,4.39e-37,165
"404","PGEN_.00g068240::Scaffold_03:28497078-28519056","OX365946.1",80.524,267,52,0,2227,2493,28331091,28331357,1.86e-49,206
"405","PGEN_.00g068440::Scaffold_03:29065724-29111157","OX365946.1",82.051,156,28,0,36343,36498,33681032,33681187,1.84e-27,134
"406","PGEN_.00g068450::Scaffold_03:29116573-29119045","OX365951.1",78.404,213,44,1,360,572,48718335,48718545,7.65e-30,137
"407","PGEN_.00g068920::Scaffold_03:30478522-30480216","OX365946.1",76.864,389,84,5,75,460,56497410,56497025,2.34e-53,215
"408","PGEN_.00g069000::Scaffold_03:30810611-30841514","OX365946.1",74.23,617,135,15,1,605,39380800,39381404,9.27e-59,237
"409","PGEN_.00g069060::Scaffold_03:31011364-31024704","OX365955.1",82.707,133,20,3,9810,9940,20525974,20525843,1.95e-22,115
"410","PGEN_.00g069090::Scaffold_03:31116387-31124757","OX365946.1",81.875,160,28,1,3931,4090,6926957,6927115,3.38e-28,134
"411","PGEN_.00g069880::Scaffold_03:32957686-32964133","OX365955.1",74.125,800,166,35,2183,2958,29723306,29724088,4.05e-76,292
"412","PGEN_.00g069940::Scaffold_03:33084804-33103175","OX365946.1",83.505,194,30,2,2498,2690,60662879,60662687,9.41e-42,180
"413","PGEN_.00g070510::Scaffold_03:34814082-34865787","OX365946.1",90.756,119,11,0,17234,17352,33995264,33995146,3.45e-35,159
"414","PGEN_.00g070750::Scaffold_03:35578777-35678307","OX365946.1",80.117,342,65,3,72005,72344,63835123,63834783,1.07e-62,252
"415","PGEN_.00g070910::Scaffold_03:36130963-36171188","OX365946.1",80.969,289,53,2,33512,33799,20608921,20609208,7.26e-56,228
"416","PGEN_.00g070940::Scaffold_03:36205129-36226487","OX365949.1",81.169,154,23,5,11312,11464,31962585,31962733,2.42e-23,119
"417","PGEN_.00g070960::Scaffold_03:36257149-36362873","OX365949.1",76.151,478,88,14,35119,35580,5773858,5774325,1.91e-55,228
"418","PGEN_.00g072280::Scaffold_03:40178079-40246896","OX365946.1",79.235,183,31,7,59008,59187,33894139,33893961,2.17e-23,121
"419","PGEN_.00g072410::Scaffold_03:40586148-40597655","OX365946.1",86.709,158,16,5,841,995,44719896,44720051,3.54e-39,171
"420","PGEN_.00g072570::Scaffold_03:40880605-40920244","OX365946.1",77,800,165,18,16155,16943,32351716,32352507,8.44e-120,440
"421","PGEN_.00g072630::Scaffold_03:41218179-41226061","OX365946.1",86.869,198,25,1,5950,6146,32594658,32594855,2.37e-54,220
"422","PGEN_.00g073130::Scaffold_03:42442061-42456637","OX365960.1",91.86,86,6,1,10917,11001,4704870,4704785,1.65e-23,119
"423","PGEN_.00g073180::Scaffold_03:42527912-42544893","OX365944.1",80.226,354,62,6,663,1012,37939925,37940274,1.09e-65,259
"424","PGEN_.00g073220::Scaffold_03:42633060-42649889","OX365946.1",75.668,337,67,9,874,1204,20779075,20778748,5.22e-34,154
"425","PGEN_.00g073310::Scaffold_03:42863191-42875431","OX365944.1",80.618,356,59,7,1406,1757,37940274,37939925,4.67e-68,267
"426","PGEN_.00g073370::Scaffold_03:42951664-42991962","OX365946.1",75.472,318,57,16,15152,15454,2186598,2186909,4.54e-28,135
"427","PGEN_.00g073630::Scaffold_03:43832217-43845968","OX365946.1",83.133,166,27,1,3783,3947,29402731,29402566,5.52e-33,150
"428","PGEN_.00g073710::Scaffold_03:44255793-44362253","OX365955.1",79.091,220,36,8,52142,52359,33926288,33926077,7.16e-30,143
"429","PGEN_.00g073780::Scaffold_03:44556966-44598968","OX365946.1",79.762,168,29,5,20750,20916,24611360,24611197,1.71e-22,117
"430","PGEN_.00g073960::Scaffold_03:45134410-45189950","OX365946.1",81.279,219,34,7,21652,21864,27581286,27581069,1.71e-38,171
"431","PGEN_.00g073990::Scaffold_03:45193872-45218103","OX365946.1",88.961,154,17,0,16040,16193,27489811,27489658,5.74e-45,191
"432","PGEN_.00g074710::Scaffold_03:47673710-47678691","OX365946.1",81.328,241,45,0,4687,4927,1570183,1570423,2.52e-47,196
"433","PGEN_.00g074960::Scaffold_03:48827583-48828473","OX365946.1",71.934,848,204,24,54,890,43850590,43849766,3.37e-54,217
"434","PGEN_.00g075310::Scaffold_03:49738438-49749539","OX365946.1",85.572,201,20,7,6278,6477,63468373,63468181,1.21e-48,202
"435","PGEN_.00g075500::Scaffold_03:50318753-50324527","OX365951.1",84.249,273,32,3,4919,5180,32651972,32651700,4.76e-65,255
"436","PGEN_.00g076120::Scaffold_03:51878469-51910252","OX365946.1",85.897,156,20,2,4820,4974,29151857,29151703,4.56e-37,165
"437","PGEN_.00g076510::Scaffold_03:52977500-53005968","OX365950.1",81.053,190,27,7,26527,26716,364043,364223,1.91e-30,143
"438","PGEN_.00g076640::Scaffold_03:53223200-53242143","OX365950.1",82.313,294,42,10,12286,12569,46889473,46889766,9.43e-62,246
"439","PGEN_.00g076660::Scaffold_03:53278061-53305395","OX365947.1",78.815,439,75,10,19010,19434,40820847,40821281,1.34e-71,279
"440","PGEN_.00g076680::Scaffold_03:53329778-53337361","OX365946.1",85.03,167,18,7,4145,4308,7534385,7534547,3.9e-37,163
"441","PGEN_.00g077140::Scaffold_03:54674250-54692884","OX365953.1",81.295,139,24,2,857,993,26780941,26780803,3.53e-21,111
"442","PGEN_.00g077330::Scaffold_03:54909107-55002095","OX365946.1",82.822,163,28,0,92825,92987,622245,622083,4.84e-31,147
"443","PGEN_.00g077490::Scaffold_03:55475176-55489738","OX365948.1",72.318,466,92,30,10019,10464,24525069,24525517,2.76e-21,111
"444","PGEN_.00g077670::Scaffold_03:55902360-55915229","OX365957.1",94.969,159,7,1,3069,3226,36971174,36971332,1.78e-62,248
"445","PGEN_.00g077890::Scaffold_03:56369898-56390135","OX365945.1",87.129,101,11,2,12072,12171,37012591,37012492,1.07e-21,113
"446","PGEN_.00g078040::Scaffold_03:56726784-56787647","OX365946.1",81.457,302,53,3,48,348,7291397,7291696,1.09e-60,244
"447","PGEN_.00g078160::Scaffold_03:57059626-57060840","OX365955.1",77.124,1224,257,17,1,1214,34540106,34541316,0,688
"448","PGEN_.00g078170::Scaffold_03:57060893-57063357","OX365955.1",84.065,2140,332,7,328,2464,34541733,34543866,0,2054
"449","PGEN_.00g078720::Scaffold_04:899893-915973","OX365950.1",77.431,288,47,13,1904,2181,26759314,26759035,1.39e-34,156
"450","PGEN_.00g078950::Scaffold_04:1457893-1474952","OX365946.1",78.929,280,38,10,8037,8300,63468373,63468099,5.26e-39,171
"451","PGEN_.00g079020::Scaffold_04:1620597-1663422","OX365950.1",77.734,2039,430,23,40340,42366,40916532,40918558,0,1229
"452","PGEN_.00g079140::Scaffold_04:1883280-1944403","OX365950.1",79.677,310,53,10,37591,37895,24709076,24709380,8.59e-52,215
"453","PGEN_.00g079480::Scaffold_04:2590473-2607992","OX365945.1",82.627,236,31,9,8046,8276,16417620,16417850,6.89e-48,200
"454","PGEN_.00g079730::Scaffold_04:3273719-3283339","OX365958.1",86.992,123,6,4,3878,3994,18001426,18001308,5.03e-27,130
"455","PGEN_.00g080190::Scaffold_04:4331208-4355068","OX365953.1",77.381,420,75,10,2775,3180,47084819,47085232,3.33e-57,231
"456","PGEN_.00g080460::Scaffold_04:5045175-5046938","OX365957.1",96,75,3,0,853,927,23244108,23244034,1.52e-25,122
"457","PGEN_.00g080710::Scaffold_04:5774976-5795595","OX365960.1",85.455,110,12,4,8950,9058,25944008,25943902,3.91e-21,111
"458","PGEN_.00g080990::Scaffold_04:6525658-6556643","OX365950.1",81.081,148,28,0,23310,23457,33669580,33669433,3.51e-23,119
"459","PGEN_.00g081000::Scaffold_04:6562308-6600640","OX365950.1",84.753,223,34,0,7003,7225,33641268,33641046,8.95e-55,224
"460","PGEN_.00g081060::Scaffold_04:6702687-6709788","OX365945.1",82.667,150,10,7,6513,6662,890568,890701,8.02e-24,119
"461","PGEN_.00g081170::Scaffold_04:6991924-7011883","OX365960.1",76.258,497,92,20,15211,15701,14931888,14931412,4.62e-60,241
"462","PGEN_.00g081800::Scaffold_04:8434200-8470280","OX365950.1",84.529,446,63,6,1434,1876,5503853,5503411,9.94e-119,436
"463","PGEN_.00g081880::Scaffold_04:8754091-8791238","OX365960.1",86.364,110,11,4,19357,19466,25944008,25943903,1.51e-22,117
"464","PGEN_.00g081890::Scaffold_04:8791430-8809930","OX365950.1",82.979,141,24,0,4666,4806,41572521,41572661,3.48e-26,128
"465","PGEN_.00g081940::Scaffold_04:8875333-8897558","OX365950.1",90.909,99,9,0,9009,9107,9103587,9103489,8.99e-28,134
"466","PGEN_.00g082310::Scaffold_04:9613913-9674522","OX365950.1",78.167,371,81,0,49121,49491,455453,455083,1.82e-58,237
"467","PGEN_.00g082650::Scaffold_04:10392719-10404977","OX365950.1",81.967,244,42,2,11176,11418,11322698,11322940,1.04e-49,206
"468","PGEN_.00g083170::Scaffold_04:11409344-11418228","OX365955.1",79.608,255,26,11,6233,6462,25202635,25202888,5.92e-36,159
"469","PGEN_.00g083220::Scaffold_04:11563177-11574793","OX365947.1",76.169,898,165,27,5011,5886,40820722,40821592,1.92e-116,427
"470","PGEN_.00g083310::Scaffold_04:11731455-11748698","OX365950.1",87.145,809,104,0,5961,6769,29192919,29193727,0,918
"471","PGEN_.00g083410::Scaffold_04:11940608-11954391","OX365950.1",74.927,343,72,13,5960,6295,37432184,37432519,2.57e-31,145
"472","PGEN_.00g083450::Scaffold_04:12011474-12020681","OX365962.1",97.5,80,1,1,2079,2157,14931942,14932021,1.03e-28,135
"473","PGEN_.00g083980::Scaffold_04:13356805-13391045","OX365960.1",86.792,106,11,3,16683,16788,25944008,25943906,5.02e-22,115
"474","PGEN_.00g084150::Scaffold_04:13715889-13718782","OX365957.1",78.061,196,35,8,589,780,918233,918042,1.17e-23,117
"475","PGEN_.00g084340::Scaffold_04:14304379-14335635","OX365957.1",91.566,83,4,3,21605,21687,41134744,41134665,5.93e-21,111
"476","PGEN_.00g084400::Scaffold_04:14498301-14526332","OX365949.1",75.036,689,134,27,6032,6705,5774325,5773660,2.96e-73,285
"477","PGEN_.00g084550::Scaffold_04:15031759-15061573","OX365957.1",79.77,435,66,14,22189,22618,8343321,8342904,1.45e-76,296
"478","PGEN_.00g085050::Scaffold_04:16049150-16113802","OX365948.1",74.573,468,94,20,63110,63563,30879826,30880282,9.22e-42,182
"479","PGEN_.00g085110::Scaffold_04:16302182-16327531","OX365951.1",77.474,293,58,8,14696,14984,709992,709704,2.81e-38,169
"480","PGEN_.00g085410::Scaffold_04:16839697-16848256","OX365948.1",82.857,175,24,6,6905,7076,7246097,7246268,9.54e-34,152
"481","PGEN_.00g085420::Scaffold_04:16868515-16964019","OX365950.1",86.614,127,17,0,46639,46765,18974681,18974555,2.31e-29,141
"482","PGEN_.00g085640::Scaffold_04:17658821-17663688","OX365949.1",81.152,191,28,5,2845,3029,41828630,41828818,2.52e-32,147
"483","PGEN_.00g086160::Scaffold_04:19175373-19186177","OX365950.1",80.702,171,21,10,10375,10540,50671150,50670987,9.45e-25,122
"484","PGEN_.00g086370::Scaffold_04:19901144-19910244","OX365944.1",81.938,227,39,2,7984,8209,52263741,52263966,2.15e-45,191
"485","PGEN_.00g086950::Scaffold_04:21447763-21502526","OX365945.1",86.552,290,30,6,27441,27728,5077302,5077020,9.54e-81,311
"486","PGEN_.00g087130::Scaffold_04:21803194-21807068","OX365958.1",85.965,171,21,3,1,170,22998546,22998714,1.97e-42,180
"487","PGEN_.00g087240::Scaffold_04:22124512-22133060","OX365946.1",85.475,179,26,0,5010,5188,18032155,18032333,2.61e-44,187
"488","PGEN_.00g087330::Scaffold_04:22219118-22244721","OX365948.1",73.671,414,83,22,9665,10063,30880228,30879826,8.01e-29,137
"489","PGEN_.00g088360::Scaffold_04:24725603-24732780","OX365945.1",79.848,263,34,10,5868,6123,34604099,34603849,1.71e-40,174
"490","PGEN_.00g088490::Scaffold_04:25092033-25117623","OX365944.1",79.412,170,25,9,3510,3673,13889144,13889309,4.85e-21,111
"491","PGEN_.00g088610::Scaffold_04:25513515-25602757","OX365950.1",85.385,130,16,3,67124,67251,22674076,22674204,1.3e-26,132
"492","PGEN_.00g088650::Scaffold_04:25667935-25674933","OX365950.1",84.17,259,39,2,5193,5450,15951836,15951579,2.69e-63,250
"493","PGEN_.00g088750::Scaffold_04:26010349-26014085","OX365946.1",89.011,91,6,4,416,505,11124312,11124225,2.53e-21,110
"494","PGEN_.00g088840::Scaffold_04:26292792-26299292","OX365945.1",84.874,119,14,1,2084,2202,4864644,4864530,2.64e-23,117
"495","PGEN_.00g088890::Scaffold_04:26465615-26518672","OX365950.1",75.385,780,181,9,47628,48400,25594787,25594012,1.95e-97,366
"496","PGEN_.00g088910::Scaffold_04:26573434-26656444","OX365955.1",81.707,164,24,6,50030,50190,2119828,2119988,1.21e-26,132
"497","PGEN_.00g089160::Scaffold_04:27250647-27328950","OX365952.1",82.5,240,33,2,13373,13604,9095525,9095287,8.57e-48,202
"498","PGEN_.00g089290::Scaffold_04:27672606-27679772","OX365947.1",88.172,93,10,1,6798,6890,50252929,50252838,4.87e-21,110
"499","PGEN_.00g089600::Scaffold_04:28744932-28770517","OX365950.1",86.861,137,16,2,23550,23684,2473097,2473233,2.86e-33,152
"500","PGEN_.00g089960::Scaffold_04:29889069-29907327","OX365946.1",84.956,113,13,4,17197,17308,64230942,64230833,3.46e-21,111
"501","PGEN_.00g090150::Scaffold_04:30305768-30313293","OX365946.1",77.035,344,60,15,6233,6567,20779081,20778748,3.85e-42,180
"502","PGEN_.00g090420::Scaffold_04:30810101-30833680","OX365945.1",77.369,897,163,24,5948,6819,44419030,44418149,1.06e-136,496
"503","PGEN_.00g090590::Scaffold_04:31207356-31221440","OX365953.1",76.471,289,50,14,13524,13801,2899136,2899417,3.4e-30,141
"504","PGEN_.00g090660::Scaffold_04:31291486-31299640","OX365960.1",76.596,282,50,13,282,554,27316499,27316773,1.97e-30,141
"505","PGEN_.00g090840::Scaffold_04:31639519-31710147","OX365945.1",77.573,758,134,19,51273,52004,44418519,44419266,4.21e-115,425
"506","PGEN_.00g090950::Scaffold_04:31953531-31965940","OX365950.1",93.814,97,6,0,7977,8073,364127,364223,6.44e-32,147
"507","PGEN_.00g091050::Scaffold_04:32231272-32242825","OX365950.1",93.814,97,6,0,5590,5686,364223,364127,6e-32,147
"508","PGEN_.00g091120::Scaffold_04:32338518-32366100","OX365950.1",85.463,227,23,6,20945,21162,46889792,46889567,4.98e-56,228
"509","PGEN_.00g091270::Scaffold_04:32711348-32736745","OX365950.1",82.381,210,33,4,17174,17381,4118799,4118592,1.3e-41,180
"510","PGEN_.00g091390::Scaffold_04:32919144-32938477","OX365951.1",85.124,121,17,1,17237,17357,15753825,15753706,1.69e-24,122
"511","PGEN_.00g091490::Scaffold_04:33131426-33158434","OX365950.1",84.5,200,29,2,6634,6832,33281735,33281537,1.37e-46,196
"512","PGEN_.00g091550::Scaffold_04:33373318-33395845","OX365953.1",96.471,85,3,0,8915,8999,9600707,9600623,5.45e-30,141
"513","PGEN_.00g091640::Scaffold_04:33536327-33568843","OX365950.1",80.407,786,126,23,31743,32516,28490336,28491105,6.54e-160,573
"514","PGEN_.00g091840::Scaffold_04:33836956-33850261","OX365952.1",83.673,147,19,3,8338,8480,9095359,9095504,5.38e-28,134
"515","PGEN_.00g092140::Scaffold_04:34901812-34905191","OX365953.1",83.246,191,23,8,2154,2338,23541852,23541665,1.34e-38,167
"516","PGEN_.00g092240::Scaffold_04:35152658-35161882","OX365950.1",82.447,188,25,8,2318,2502,18728154,18728336,2.21e-35,158
"517","PGEN_.00g092460::Scaffold_04:35611402-35618375","OX365950.1",80.822,146,24,4,4390,4533,15805666,15805809,1.32e-21,111
"518","PGEN_.00g092510::Scaffold_04:35658267-35707440","OX365950.1",82.938,211,35,1,24065,24275,44456192,44455983,4.19e-44,189
"519","PGEN_.00g093040::Scaffold_04:37132475-37142077","OX365950.1",88.095,126,12,2,4814,4937,37182509,37182385,4.98e-32,147
"520","PGEN_.00g093090::Scaffold_04:37381249-37394147","OX365948.1",78.445,283,46,11,10362,10635,52515923,52516199,3.97e-39,171
"521","PGEN_.00g093360::Scaffold_04:38479542-38528741","OX365946.1",77.381,336,61,9,10091,10419,20779075,20778748,5.42e-43,185
"522","PGEN_.00g093860::Scaffold_04:39494077-39562291","OX365955.1",79.882,169,28,6,36957,37123,20525972,20525808,7.74e-23,119
"523","PGEN_.00g094090::Scaffold_04:40323174-40328737","OX365959.1",85.465,172,23,2,2457,2628,17343737,17343568,1.02e-41,178
"524","PGEN_.00g094320::Scaffold_04:40724354-40726330","OX365950.1",72.378,1144,277,29,445,1564,22522485,22523613,1.21e-86,326
"525","PGEN_.00g094510::Scaffold_04:41275574-41285207","OX365947.1",83.628,226,24,5,5453,5676,10468556,10468770,3.78e-48,200
"526","PGEN_.00g095170::Scaffold_04:43668725-43691326","OX365945.1",98.925,93,0,1,14911,15003,12371592,12371501,3.24e-37,165
"527","PGEN_.00g095290::Scaffold_04:43778406-43785872","OX365950.1",85.976,164,23,0,1706,1869,2121087,2121250,4.94e-41,176
"528","PGEN_.00g095460::Scaffold_04:44093642-44111358","OX365951.1",84.564,149,20,3,16402,16548,32651954,32651807,3.31e-31,145
"529","PGEN_.00g095970::Scaffold_04:45641786-45647890","OX365950.1",81.757,148,27,0,1,148,32775976,32775829,1.48e-25,124
"530","PGEN_.00g096500::Scaffold_04:46773636-46881425","OX365946.1",93.694,111,5,2,41802,41910,24106620,24106730,1.55e-36,165
"531","PGEN_.00g097190::Scaffold_04:49015060-49081695","OX365947.1",75.525,809,128,29,38350,39107,40820802,40821591,2.48e-87,333
"532","PGEN_.00g098250::Scaffold_04:51037096-51066764","OX365950.1",79.894,189,36,2,10555,10742,23986484,23986671,9.28e-29,137
"533","PGEN_.00g098290::Scaffold_04:51185848-51217775","OX365950.1",85.246,122,18,0,6260,6381,5098271,5098392,2.16e-25,126
"534","PGEN_.00g098390::Scaffold_04:51797232-51888099","OX365950.1",80.923,325,54,6,83468,83791,17290684,17291001,3.5e-62,250
"535","PGEN_.00g099010::Scaffold_04:53649555-53658025","OX365961.1",78.111,434,91,4,2951,3382,9980107,9980538,6.94e-70,272
"536","PGEN_.00g099110::Scaffold_04:53877643-53897124","OX365950.1",78.365,208,36,7,550,753,364215,364013,1.32e-25,126
"537","PGEN_.00g099600::Scaffold_04:54916197-54978159","OX365950.1",76.333,469,86,15,2925,3388,24922476,24922028,1.12e-55,228
"538","PGEN_.00g099830::Scaffold_04:55548145-55554241","OX365945.1",80.906,309,46,9,1753,2054,16417850,16417548,8.47e-58,231
"539","PGEN_.00g100020::Scaffold_04:55808779-55824096","OX365950.1",81.283,187,32,3,1,185,27506175,27505990,2.21e-32,148
"540","PGEN_.00g100110::Scaffold_04:56010005-56026354","OX365950.1",85.714,112,16,0,2292,2403,29870458,29870569,1.85e-23,119
"541","PGEN_.00g100180::Scaffold_04:56218424-56249536","OX365950.1",92.857,84,6,0,16802,16885,30108721,30108804,2.73e-24,122
"542","PGEN_.00g100250::Scaffold_04:56344943-56378635","OX365958.1",86.916,107,10,4,6979,7083,14370435,14370539,1.37e-22,117
"543","PGEN_.00g101220::Scaffold_04:58377612-58393487","OX365948.1",72.716,777,200,12,3878,4648,33521461,33522231,6.11e-63,250
"544","PGEN_.00g101610::Scaffold_04:59429976-59556560","OX365947.1",81.977,172,22,8,78898,79063,58693164,58693332,3.96e-28,137
"545","PGEN_.00g101960::Scaffold_04:60465451-60486735","OX365960.1",88.288,111,13,0,7196,7306,26134007,26133897,8.61e-28,134
"546","PGEN_.00g102540::Scaffold_04:62031022-62040335","OX365950.1",87.302,252,32,0,6125,6376,41152544,41152795,7.58e-75,289
"547","PGEN_.00g103160::Scaffold_04:63496371-63499331","OX365955.1",83.579,2235,351,11,1,2227,34543807,34541581,0,2080
"548","PGEN_.00g103350::Scaffold_04:64051823-64104715","OX365949.1",86.466,133,14,4,33092,33222,41828771,41828901,3.56e-30,143
"549","PGEN_.00g103430::Scaffold_04:64364989-64451146","OX365950.1",81.595,163,27,2,55983,56142,23226262,23226424,1.26e-26,132
"550","PGEN_.00g103460::Scaffold_04:64480600-64533036","OX365948.1",72.516,473,94,29,13411,13863,24525069,24525525,1.65e-23,121
"551","PGEN_.00g103510::Scaffold_04:64594246-64603703","OX365955.1",81.818,165,21,9,7274,7431,2119988,2119826,4.94e-27,130
"552","PGEN_.00g103530::Scaffold_04:64633352-64645834","OX365950.1",85,200,29,1,5310,5508,45033079,45033278,1.36e-48,202
"553","PGEN_.00g103710::Scaffold_04:64995298-65003188","OX365957.1",73.757,362,78,15,4208,4559,15103233,15102879,5.33e-26,126
"554","PGEN_.00g103730::Scaffold_04:65098815-65142995","OX365951.1",79.598,348,54,17,40163,40501,47914699,47915038,1.71e-57,233
"555","PGEN_.00g103920::Scaffold_05:380211-388037","OX365960.1",86.364,110,10,4,7111,7218,25943899,25944005,1.14e-22,115
"556","PGEN_.00g104630::Scaffold_05:2362919-2368680","OX365957.1",70.036,1682,421,66,1929,3575,8210086,8211719,1.72e-59,237
"557","PGEN_.00g105330::Scaffold_05:4419489-4450285","OX365945.1",80.836,287,50,1,16493,16779,5077300,5077019,9.3e-54,220
"558","PGEN_.00g106760::Scaffold_05:7587776-7614832","OX365947.1",75.542,323,61,16,21743,22061,21293902,21293594,1.82e-30,143
"559","PGEN_.00g106870::Scaffold_05:7815331-7854632","OX365948.1",79.545,308,53,9,10744,11046,5751901,5752203,7.15e-51,211
"560","PGEN_.00g107030::Scaffold_05:8147558-8148906","OX365959.1",83.439,157,21,4,582,736,37602582,37602735,3.19e-31,141
"561","PGEN_.00g107200::Scaffold_05:8554870-8558978","OX365951.1",78.763,485,96,4,1198,1681,46868770,46869248,4.25e-84,318
"562","PGEN_.00g107600::Scaffold_05:9448911-9451752","OX365947.1",78.641,309,54,8,1680,1980,40821084,40820780,5.15e-47,195
"563","PGEN_.00g108970::Scaffold_05:12608343-12635965","OX365960.1",87.5,112,10,4,25195,25306,25943901,25944008,1.87e-25,126
"564","PGEN_.00g108980::Scaffold_05:12649858-12669220","OX365947.1",88.547,358,41,0,3393,3750,25511816,25512173,1.92e-118,435
"565","PGEN_.00g109130::Scaffold_05:13114060-13121554","OX365947.1",84.677,124,18,1,3901,4023,27842141,27842018,6.55e-25,122
"566","PGEN_.00g109140::Scaffold_05:13172818-13195398","OX365947.1",86.508,126,14,2,3294,3416,27793790,27793665,2.54e-28,135
"567","PGEN_.00g109360::Scaffold_05:13832630-13844743","OX365947.1",76.957,907,141,40,3729,4593,40821591,40820711,9.2e-125,455
"568","PGEN_.00g110040::Scaffold_05:15239795-15283665","OX365951.1",76.303,4144,858,72,16490,20538,2593119,2597233,0,2098
