"","gene","Scaffold","V2","V3","V4","V5","V6","V7","V8","V9","V10","e-value","V12"
"2113","PGEN_.00g083450","Scaffold_04:12011474-12020681","NC_069379.1",95.652,92,2,2,2081,2172,45356654,45356565,9.52e-32,147
"2114","PGEN_.00g083480","Scaffold_04:12067696-12077569","NC_069369.1",82.196,337,48,12,665,992,10675496,10675829,9.65e-72,279
"2115","PGEN_.00g083510","Scaffold_04:12087506-12110665","NC_069364.1",82.334,317,51,3,14277,14588,1148327,1148643,1.36e-68,270
"2116","PGEN_.00g083570","Scaffold_04:12277941-12315161","NC_069369.1",84,275,39,5,6170,6441,80707950,80708222,4.75e-65,259
"2117","PGEN_.00g083600","Scaffold_04:12423079-12439225","NC_069376.1",88.542,96,9,2,3039,3133,72271141,72271047,4.71e-22,115
"2118","PGEN_.00g083630","Scaffold_04:12505260-12541035","NC_069372.1",79.668,241,33,10,31859,32083,14710092,14709852,4.76e-35,159
"2119","PGEN_.00g083660","Scaffold_04:12602774-12647466","NC_069377.1",86.957,207,27,0,8087,8293,5216722,5216928,3.46e-57,233
"2120","PGEN_.00g083720","Scaffold_04:12680281-12726317","NC_069370.1",79.091,220,38,5,26002,26219,69226452,69226239,1.72e-30,145
"2121","PGEN_.00g083730","Scaffold_04:12753119-12765142","NC_069373.1",89.855,138,11,3,2280,2415,15161313,15161449,5.71e-40,174
"2122","PGEN_.00g083740","Scaffold_04:12771404-12809849","NC_069370.1",75.576,434,91,8,34223,34641,29043041,29042608,3.02e-47,200
"2123","PGEN_.00g083750","Scaffold_04:12826079-12840296","NC_069378.1",76.849,311,67,5,11951,12258,38055503,38055195,8.73e-39,171
"2124","PGEN_.00g083760","Scaffold_04:12840808-12951136","NC_069378.1",85.116,215,31,1,65000,65213,33267537,33267751,2.39e-52,219
"2125","PGEN_.00g083800","Scaffold_04:13047212-13089144","NC_069369.1",82.927,287,43,6,38246,38528,80708234,80707950,2.49e-63,254
"2126","PGEN_.00g083840","Scaffold_04:13119362-13120135","NC_069377.1",80.851,705,126,4,71,767,72541266,72540563,6.51e-153,545
"2127","PGEN_.00g083860","Scaffold_04:13123359-13124024","NC_069377.1",78.656,253,49,4,300,548,72539552,72539301,6.55e-38,163
"2128","PGEN_.00g083880","Scaffold_04:13134629-13158712","NC_069372.1",85.714,161,22,1,10037,10197,55034637,55034478,5.32e-38,169
"2129","PGEN_.00g083960","Scaffold_04:13234221-13253651","NW_026463325.1",73.543,635,124,30,11099,11706,20014,20631,4.23e-48,202
"2130","PGEN_.00g083980","Scaffold_04:13356805-13391045","NC_069375.1",89.928,139,12,2,16400,16537,52816605,52816742,1.26e-40,178
"2131","PGEN_.00g084010","Scaffold_04:13411377-13466204","NC_069363.1",86.538,208,28,0,16058,16265,49902352,49902145,5.49e-56,230
"2132","PGEN_.00g084050","Scaffold_04:13615723-13649795","NC_069362.1",83.594,128,17,4,15242,15367,50305448,50305323,2.77e-22,117
"2133","PGEN_.00g084140","Scaffold_04:13713588-13715854","NW_026461758.1",88.776,98,9,2,736,832,8013,8109,5.05e-24,119
"2134","PGEN_.00g084170","Scaffold_04:13739510-13805184","NC_069369.1",84.669,287,39,5,41951,42234,80707950,80708234,1.79e-71,281
"2135","PGEN_.00g084190","Scaffold_04:13819493-13893733","NC_069369.1",81.754,285,43,9,28803,29081,10675540,10675821,7.43e-56,230
"2136","PGEN_.00g084240","Scaffold_04:13992102-14037567","NC_069369.1",82.569,218,32,6,8159,8372,10675583,10675798,2.78e-43,187
"2137","PGEN_.00g084250","Scaffold_04:14048300-14083865","NC_069361.1",86.239,218,24,1,25283,25494,100370578,100370361,9.89e-57,231
"2138","PGEN_.00g084270","Scaffold_04:14109327-14112486","NC_069379.1",74.912,566,132,8,1422,1981,23272581,23273142,2.4e-63,250
"2139","PGEN_.00g084280","Scaffold_04:14114374-14137794","NW_026463090.1",84.27,178,21,7,13849,14020,50781,50605,1.86e-37,167
"2140","PGEN_.00g084340","Scaffold_04:14304379-14335635","NC_069377.1",92.749,1517,98,8,17406,18913,142763,144276,0,2182
"2141","PGEN_.00g084400","Scaffold_04:14498301-14526332","NC_069361.1",88.827,537,57,3,6580,7115,112425104,112425638,0,656
"2142","PGEN_.00g084420","Scaffold_04:14641908-14715543","NC_069378.1",82.547,212,31,6,32546,32754,17319545,17319337,2.09e-41,182
"2143","PGEN_.00g084460","Scaffold_04:14791041-14807054","NW_026463756.1",96.296,81,2,1,13240,13320,39380,39459,4.64e-27,132
"2144","PGEN_.00g084470","Scaffold_04:14812181-14826324","NC_069366.1",97.468,79,2,0,3818,3896,15525364,15525286,3.17e-28,135
"2145","PGEN_.00g084480","Scaffold_04:14883941-14904428","NC_069367.1",74.628,942,195,30,13513,14428,59542878,59541955,2.49e-100,375
"2146","PGEN_.00g084550","Scaffold_04:15031759-15061573","NC_069369.1",79.221,616,99,15,22166,22756,79325257,79324646,5.97e-108,401
"2147","PGEN_.00g084700","Scaffold_04:15233224-15239424","NC_069377.1",78.44,218,44,3,2595,2809,59463758,59463975,1.07e-29,139
"2148","PGEN_.00g084810","Scaffold_04:15425688-15426290","NC_069363.1",83.636,385,42,7,1,381,100480426,100480793,7.06e-92,342
"2149","PGEN_.00g084820","Scaffold_04:15426314-15437280","NC_069363.1",90.225,757,63,6,1,747,100480992,100481747,0,977
"2150","PGEN_.00g084910","Scaffold_04:15790649-15811890","NC_069371.1",83.444,151,23,2,5168,5316,79599739,79599889,3.68e-29,139
"2151","PGEN_.00g084960","Scaffold_04:15892187-15901469","NC_069361.1",85.965,114,12,4,2947,3059,98676450,98676560,2.09e-23,119
"2152","PGEN_.00g085020","Scaffold_04:15997782-16010915","NC_069377.1",81.081,185,31,3,9892,10075,16042103,16042284,4.89e-31,145
"2153","PGEN_.00g085030","Scaffold_04:16017489-16041743","NC_069374.1",85.897,156,22,0,9130,9285,52727991,52727836,1.93e-37,167
"2154","PGEN_.00g085050","Scaffold_04:16049150-16113802","NC_069375.1",76.647,501,96,14,62362,62847,8196757,8197251,2.97e-64,257
"2155","PGEN_.00g085070","Scaffold_04:16222743-16267211","NW_026460965.1",84.058,483,77,0,10691,11173,5164,4682,3.12e-127,466
"2156","PGEN_.00g085110","Scaffold_04:16302182-16327531","NC_069365.1",80.058,1374,247,15,15161,16513,45435627,45436994,0,994
"2157","PGEN_.00g085190","Scaffold_04:16393106-16405734","NC_069369.1",85.315,286,37,5,3406,3688,10675798,10675515,5.7e-75,291
"2158","PGEN_.00g085210","Scaffold_04:16432137-16439539","NC_069367.1",84.286,210,33,0,3975,4184,2096594,2096385,1.24e-49,206
"2159","PGEN_.00g085220","Scaffold_04:16443385-16457022","NC_069369.1",75,436,85,19,6972,7390,81672269,81672697,1.39e-41,180
"2160","PGEN_.00g085240","Scaffold_04:16471917-16474420","NC_069374.1",81.935,155,24,4,1987,2138,52727990,52727837,9.29e-27,128
"2161","PGEN_.00g085250","Scaffold_04:16482795-16496335","NC_069366.1",82.517,286,42,8,9273,9552,72498175,72498458,4.83e-61,244
"2162","PGEN_.00g085360","Scaffold_04:16682643-16706148","NC_069369.1",81.728,301,48,7,15440,15736,10675501,10675798,8.39e-61,244
"2163","PGEN_.00g085390","Scaffold_04:16802048-16826745","NC_069364.1",87.5,184,22,1,2755,2937,88762937,88762754,8.95e-51,211
"2164","PGEN_.00g085420","Scaffold_04:16868515-16964019","NC_069373.1",85,180,25,2,52116,52293,62961113,62960934,2.72e-41,182
"2165","PGEN_.00g085440","Scaffold_04:16993031-16996215","NC_069374.1",84.076,157,25,0,1124,1280,52727834,52727990,7.03e-34,152
"2166","PGEN_.00g085450","Scaffold_04:17035410-17075714","NC_069371.1",81.25,160,26,4,3976,4132,31591509,31591351,5.44e-25,126
"2167","PGEN_.00g085650","Scaffold_04:17684188-17704572","NC_069369.1",83.681,288,39,8,5273,5555,80708234,80707950,5.59e-67,265
"2168","PGEN_.00g085690","Scaffold_04:17872364-17919202","NC_069369.1",82.246,276,40,9,17813,18083,80708222,80707951,4.69e-56,230
"2169","PGEN_.00g085740","Scaffold_04:18025281-18038237","NC_069373.1",85,180,25,2,7406,7585,62960936,62961113,3.68e-42,182
"2170","PGEN_.00g085820","Scaffold_04:18182803-18206321","NC_069374.1",80.357,168,24,7,1535,1694,52727981,52727815,5.31e-23,119
"2171","PGEN_.00g085830","Scaffold_04:18214259-18222213","NC_069373.1",80,175,35,0,1128,1302,62960939,62961113,8.28e-27,130
"2172","PGEN_.00g085890","Scaffold_04:18280349-18291656","NC_069376.1",83.607,183,30,0,9571,9753,72271041,72271223,1.93e-39,172
"2173","PGEN_.00g085900","Scaffold_04:18294456-18297452","NC_069369.1",84.298,121,18,1,754,873,79325108,79325228,2.41e-23,117
"2174","PGEN_.00g085910","Scaffold_04:18305928-18320365","NC_069368.1",79.891,184,35,1,5517,5700,19711452,19711271,1.16e-27,134
"2175","PGEN_.00g085920","Scaffold_04:18338676-18434557","NC_069365.1",84.29,331,52,0,1129,1459,67355338,67355668,4.28e-84,324
"2176","PGEN_.00g085930","Scaffold_04:18465234-18473309","NW_026462973.1",91.667,84,6,1,1101,1184,7033,7115,2.35e-22,115
"2177","PGEN_.00g085940","Scaffold_04:18552537-18574154","NC_069374.1",87.826,115,10,3,20754,20865,52727832,52727945,6.27e-27,132
"2178","PGEN_.00g085950","Scaffold_04:18584293-18605886","NC_069379.1",79.429,175,34,2,7016,7188,3418844,3419018,3.77e-24,122
"2179","PGEN_.00g085990","Scaffold_04:18631304-18642705","NW_026461189.1",76.747,744,145,22,6571,7299,60715,61445,4.93e-105,390
"2180","PGEN_.00g086020","Scaffold_04:18717706-18730665","NC_069364.1",84.67,1409,216,0,1989,3397,38775969,38777377,0,1406
"2181","PGEN_.00g086030","Scaffold_04:18737907-18762048","NC_069361.1",81.092,238,30,11,15302,15526,68587629,68587864,3.19e-40,176
"2182","PGEN_.00g086070","Scaffold_04:18983022-19006232","NC_069372.1",83.854,192,27,4,18906,19095,55034664,55034475,2.37e-41,180
"2183","PGEN_.00g086090","Scaffold_04:19050646-19060239","NC_069365.1",80.226,177,35,0,3713,3889,92859069,92858893,7.72e-28,134
"2184","PGEN_.00g086100","Scaffold_04:19066690-19088580","NC_069372.1",87.791,172,21,0,19053,19224,55618669,55618840,4.77e-48,202
"2185","PGEN_.00g086160","Scaffold_04:19175373-19186177","NC_069365.1",84.146,164,16,9,10374,10533,92669247,92669090,8.64e-33,150
"2186","PGEN_.00g086180","Scaffold_04:19220280-19240990","NC_069363.1",75.585,598,120,17,18654,19233,56403701,56404290,3.39e-69,272
"2187","PGEN_.00g086280","Scaffold_04:19619625-19632915","NC_069362.1",78.261,230,42,3,9687,9908,86409756,86409985,6.4e-30,141
"2188","PGEN_.00g086300","Scaffold_04:19734379-19740253","NC_069365.1",82.432,148,24,2,4455,4601,37014384,37014530,2.2e-26,128
"2189","PGEN_.00g086370","Scaffold_04:19901144-19910244","NC_069377.1",82.278,316,50,4,7985,8299,65359391,65359081,1.92e-68,268
"2190","PGEN_.00g086400","Scaffold_04:19980742-19999126","NC_069370.1",82.692,208,35,1,1154,1360,3320743,3320536,1.45e-42,183
"2191","PGEN_.00g086420","Scaffold_04:20026973-20033676","NC_069373.1",82.123,179,27,4,4559,4733,62960936,62961113,1.92e-32,148
"2192","PGEN_.00g086440","Scaffold_04:20051745-20073739","NC_069369.1",81.911,293,39,10,5467,5756,10675799,10675518,4.73e-58,235
"2193","PGEN_.00g086450","Scaffold_04:20083254-20136598","NC_069377.1",75.731,581,103,24,51969,52520,70712696,70713267,2.45e-64,257
"2194","PGEN_.00g086520","Scaffold_04:20199766-20237494","NC_069365.1",79.208,202,39,3,17459,17658,20973750,20973950,2.35e-28,137
"2195","PGEN_.00g086540","Scaffold_04:20260871-20268259","NC_069364.1",87.143,210,26,1,3078,3287,19605230,19605022,4.4e-59,237
"2196","PGEN_.00g086560","Scaffold_04:20314169-20327614","NC_069365.1",81.55,542,78,22,8874,9403,21552134,21552665,4.44e-116,427
"2197","PGEN_.00g086840","Scaffold_04:20937894-20960498","NC_069377.1",83.505,194,28,4,19097,19288,19535505,19535314,8.3e-41,178
"2198","PGEN_.00g086890","Scaffold_04:21167709-21167984","NW_026459825.1",90.164,122,12,0,36,157,6510,6631,3.29e-37,159
"2199","PGEN_.00g086950","Scaffold_04:21447763-21502526","NC_069364.1",87.264,424,44,7,27425,27839,57130564,57130986,6.38e-130,475
"2200","PGEN_.00g087060","Scaffold_04:21662824-21678701","NC_069374.1",85.443,158,20,3,9996,10151,52727834,52727990,5.87e-36,161
"2201","PGEN_.00g087160","Scaffold_04:21888689-21897944","NC_069375.1",74.545,495,109,17,8413,8897,29293895,29294382,7.24e-48,200
"2202","PGEN_.00g087190","Scaffold_04:21975367-22078490","NC_069365.1",73.665,1610,339,65,94784,96364,14373309,14374862,9.02e-151,545
"2203","PGEN_.00g087200","Scaffold_04:22078517-22096921","NW_026461189.1",78.731,268,49,7,2326,2592,60975,60715,3.14e-39,172
"2204","PGEN_.00g087240","Scaffold_04:22124512-22133060","NC_069369.1",87.826,115,14,0,5032,5146,79324856,79324742,1.91e-28,135
"2205","PGEN_.00g087330","Scaffold_04:22219118-22244721","NC_069363.1",76.697,781,141,29,9693,10446,76677433,76676667,2.39e-106,396
"2206","PGEN_.00g087380","Scaffold_04:22320906-22332753","NC_069371.1",70.791,1948,455,87,2199,4075,7838713,7836809,5.24e-90,340
"2207","PGEN_.00g087430","Scaffold_04:22423508-22438757","NC_069372.1",82.915,199,32,2,9622,9818,66381787,66381985,5.6e-41,178
"2208","PGEN_.00g087440","Scaffold_04:22463226-22464440","NW_026462454.1",82.556,493,74,7,221,708,1,486,5.07e-116,424
"2209","PGEN_.00g087470","Scaffold_04:22516742-22535205","NC_069366.1",80.208,192,31,6,14681,14868,88483728,88483540,1.15e-28,137
"2210","PGEN_.00g087480","Scaffold_04:22551141-22556464","NC_069378.1",87.151,179,21,2,4743,4920,21516336,21516159,1.16e-48,202
"2211","PGEN_.00g087500","Scaffold_04:22586725-22648537","NC_069378.1",81.208,149,28,0,1471,1619,23654594,23654446,3.88e-23,121
"2212","PGEN_.00g087700","Scaffold_04:23231121-23265281","NC_069374.1",84.277,159,22,3,27024,27180,69698628,69698785,7.61e-33,152
"2213","PGEN_.00g087780","Scaffold_04:23487748-23505941","NC_069369.1",82.759,290,46,4,16786,17073,10675798,10675511,3e-64,255
"2214","PGEN_.00g088150","Scaffold_04:24254915-24263035","NC_069364.1",77.152,302,44,13,4616,4904,94223709,94223420,1.8e-33,152
"2215","PGEN_.00g088210","Scaffold_04:24391694-24399183","NC_069374.1",83.523,176,23,2,6185,6354,52727990,52727815,9.94e-36,159
"2216","PGEN_.00g088220","Scaffold_04:24434908-24474351","NC_069369.1",83.681,288,40,7,33955,34238,80707950,80708234,1.08e-66,265
"2217","PGEN_.00g088240","Scaffold_04:24544030-24578138","NC_069366.1",87.037,216,23,2,1368,1583,17789161,17788951,5.67e-59,239
"2218","PGEN_.00g088360","Scaffold_04:24725603-24732780","NC_069369.1",89.362,94,10,0,5880,5973,35731664,35731571,1.62e-23,119
"2219","PGEN_.00g088370","Scaffold_04:24766920-24776047","NC_069365.1",72.113,459,114,12,8431,8879,2838438,2837984,1.23e-25,126
"2220","PGEN_.00g088380","Scaffold_04:24806739-24831831","NC_069367.1",86.058,208,28,1,12707,12913,75369339,75369546,4.2e-54,222
"2221","PGEN_.00g088390","Scaffold_04:24865678-24876694","NC_069377.1",83.491,212,32,3,8663,8872,40075685,40075895,4.01e-46,195
"2222","PGEN_.00g088440","Scaffold_04:25032467-25041468","NW_026460317.1",84.685,222,33,1,4420,4640,10575,10796,5.41e-54,220
"2223","PGEN_.00g088490","Scaffold_04:25092033-25117623","NC_069364.1",88.018,217,22,4,19238,19452,33754543,33754757,1.52e-63,254
"2224","PGEN_.00g088520","Scaffold_04:25215619-25237596","NW_026461758.1",80.573,314,52,8,20561,20872,50091,49785,1.7e-57,233
"2225","PGEN_.00g088540","Scaffold_04:25260388-25288187","NC_069365.1",87.558,217,27,0,18005,18221,83345290,83345506,5.93e-63,252
"2226","PGEN_.00g088600","Scaffold_04:25492697-25508037","NC_069366.1",75.962,312,57,12,10307,10604,24335085,24335392,5.71e-31,145
"2227","PGEN_.00g088610","Scaffold_04:25513515-25602757","NC_069369.1",83.916,286,42,4,32729,33012,10675515,10675798,5.26e-68,270
"2228","PGEN_.00g088620","Scaffold_04:25614910-25621214","NC_069363.1",80.921,152,26,3,3010,3159,54990720,54990870,5.1e-23,117
"2229","PGEN_.00g088640","Scaffold_04:25660594-25667296","NC_069369.1",83.704,270,40,4,3538,3805,10675519,10675786,1.43e-63,252
"2230","PGEN_.00g088650","Scaffold_04:25667935-25674933","NC_069365.1",82.4,250,42,2,5187,5435,4749113,4749361,5.43e-53,217
"2231","PGEN_.00g088670","Scaffold_04:25698913-25764936","NC_069369.1",82.353,204,26,7,40874,41069,80708234,80708033,1.46e-37,169
"2232","PGEN_.00g088690","Scaffold_04:25774124-25818276","NC_069374.1",85.35,157,23,0,14335,14491,52727834,52727990,4.54e-36,163
"2233","PGEN_.00g088710","Scaffold_04:25851960-25886978","NC_069376.1",82.778,180,29,2,11944,12122,72271223,72271045,4.66e-35,159
"2234","PGEN_.00g088720","Scaffold_04:25896734-25907562","NC_069363.1",81.364,220,38,3,3972,4189,64681588,64681370,1.43e-40,176
"2235","PGEN_.00g088740","Scaffold_04:25985576-25991882","NC_069365.1",80.714,280,31,12,875,1134,59687600,59687876,6.37e-47,196
"2236","PGEN_.00g088760","Scaffold_04:26029067-26052003","NC_069370.1",86.441,177,24,0,3499,3675,15215122,15214946,8.37e-46,195
"2237","PGEN_.00g088840","Scaffold_04:26292792-26299292","NC_069377.1",84.8,125,11,2,2078,2202,65359079,65359195,1.46e-23,119
"2238","PGEN_.00g088890","Scaffold_04:26465615-26518672","NW_026462911.1",88.341,223,26,0,11243,11465,19395,19617,1.13e-67,268
"2239","PGEN_.00g088950","Scaffold_04:26738897-26768370","NC_069363.1",88.083,193,23,0,24304,24496,94329597,94329789,2.95e-56,230
"2240","PGEN_.00g088960","Scaffold_04:26777528-26803413","NC_069379.1",87.963,216,23,3,8256,8469,20964629,20964843,5.52e-63,252
"2241","PGEN_.00g088980","Scaffold_04:26812676-26834428","NC_069376.1",79.897,194,33,3,8023,8214,72271039,72271228,1.36e-28,137
"2242","PGEN_.00g089000","Scaffold_04:26876994-26882501","NC_069373.1",81.095,201,32,6,5145,5342,46431432,46431629,9.44e-35,156
"2243","PGEN_.00g089020","Scaffold_04:26915316-26936414","NW_026462038.1",77.982,218,36,10,3465,3680,47310,47517,2.85e-25,126
"2244","PGEN_.00g089030","Scaffold_04:26940691-26953216","NC_069369.1",82.704,318,44,11,8883,9192,10675515,10675829,2.05e-69,272
"2245","PGEN_.00g089160","Scaffold_04:27250647-27328950","NC_069377.1",85.171,263,34,5,13344,13604,65359272,65359531,2.15e-66,265
"2246","PGEN_.00g089180","Scaffold_04:27379068-27396545","NC_069373.1",88.889,135,15,0,14252,14386,61846722,61846588,1.39e-37,167
"2247","PGEN_.00g089270","Scaffold_04:27619086-27629623","NC_069367.1",83.333,216,30,4,5689,5902,73188772,73188983,3.84e-46,195
"2248","PGEN_.00g089320","Scaffold_04:27718217-27737367","NC_069377.1",83.117,154,24,2,6717,6868,36167852,36168005,3.32e-29,139
"2249","PGEN_.00g089350","Scaffold_04:27810037-27824312","NC_069374.1",81.609,174,25,4,1249,1415,52727817,52727990,8.89e-29,137
"2250","PGEN_.00g089370","Scaffold_04:27874757-27930228","NC_069374.1",83.66,153,25,0,219,371,52727990,52727838,2.07e-30,145
"2251","PGEN_.00g089420","Scaffold_04:28024954-28041614","NW_026459501.1",81.622,185,34,0,13328,13512,14120,14304,1.03e-33,154
"2252","PGEN_.00g089430","Scaffold_04:28051332-28065676","NC_069379.1",91.011,89,8,0,6994,7082,41268787,41268875,9e-24,121
"2253","PGEN_.00g089480","Scaffold_04:28140021-28151728","NC_069376.1",83.408,223,29,3,10887,11103,41381068,41381288,9.17e-48,200
"2254","PGEN_.00g089520","Scaffold_04:28177946-28208935","NC_069368.1",83.439,157,22,4,16627,16780,38526160,38526005,4.15e-30,143
"2255","PGEN_.00g089540","Scaffold_04:28221186-28237644","NC_069369.1",85.036,274,32,5,1948,2214,10675515,10675786,9.69e-69,270
"2256","PGEN_.00g089580","Scaffold_04:28398462-28418982","NC_069374.1",86.792,159,21,0,793,951,52727832,52727990,7.54e-41,178
"2257","PGEN_.00g089610","Scaffold_04:28819850-28840371","NC_069378.1",93.75,80,4,1,8300,8378,48116987,48117066,4.63e-23,119
"2258","PGEN_.00g089810","Scaffold_04:29459039-29463759","NC_069365.1",80.22,637,121,5,4086,4720,72149881,72149248,1.96e-130,473
"2259","PGEN_.00g089840","Scaffold_04:29578776-29591859","NC_069371.1",87.302,126,16,0,7451,7576,79599862,79599737,4.87e-31,145
"2260","PGEN_.00g089860","Scaffold_04:29647412-29672260","NC_069377.1",83.55,231,27,3,10512,10742,68346813,68347032,4.19e-49,206
"2261","PGEN_.00g089870","Scaffold_04:29680024-29687411","NC_069368.1",82.432,148,24,2,1653,1798,60826821,60826968,2.76e-26,128
"2262","PGEN_.00g089900","Scaffold_04:29773838-29815968","NC_069369.1",84.672,274,38,4,36925,37196,10675786,10675515,2.48e-68,270
"2263","PGEN_.00g089910","Scaffold_04:29822764-29836549","NC_069362.1",88.462,156,18,0,4464,4619,79449916,79449761,2.34e-44,189
"2264","PGEN_.00g089940","Scaffold_04:29873720-29878201","NC_069369.1",84.116,277,35,9,3198,3469,80708222,80707950,5.68e-66,259
"2265","PGEN_.00g089960","Scaffold_04:29889069-29907327","NC_069376.1",82.418,182,31,1,6642,6822,67089517,67089698,8.73e-35,158
"2266","PGEN_.00g090150","Scaffold_04:30305768-30313293","NC_069377.1",92.646,1523,97,13,5503,7017,144276,142761,0,2178
"2267","PGEN_.00g090200","Scaffold_04:30351504-30364895","NC_069378.1",82.759,203,30,5,118,318,17319543,17319344,1.77e-40,176
"2268","PGEN_.00g090410","Scaffold_04:30809241-30809987","NW_026460197.1",86.461,746,99,2,1,745,32832,32088,0,817
"2269","PGEN_.00g090420","Scaffold_04:30810101-30833680","NW_026460197.1",87.899,1628,169,19,4,1616,31969,30355,0,1890
"2270","PGEN_.00g090450","Scaffold_04:30850325-30863196","NC_069376.1",79.235,183,36,2,1844,2025,10064372,10064191,1.74e-25,126
"2271","PGEN_.00g090470","Scaffold_04:30893639-30894868","NC_069378.1",92.776,1149,78,3,85,1229,27189626,27188479,0,1657
"2272","PGEN_.00g090480","Scaffold_04:30896941-30899025","NC_069378.1",86.971,875,67,20,1222,2084,27184985,27184146,0,941
"2273","PGEN_.00g090490","Scaffold_04:30904829-30992100","NC_069377.1",78.479,539,83,19,33600,34128,38074364,38073849,1.4e-83,322
"2274","PGEN_.00g090540","Scaffold_04:31129810-31133688","NC_069369.1",90.083,121,10,2,2472,2592,21943601,21943483,6.63e-35,156
"2275","PGEN_.00g090590","Scaffold_04:31207356-31221440","NC_069363.1",82.564,390,38,17,3573,3947,100479920,100480294,1.05e-82,316
"2276","PGEN_.00g090660","Scaffold_04:31291486-31299640","NC_069377.1",88.073,109,7,6,450,554,50683793,50683899,3.95e-25,124
"2277","PGEN_.00g090680","Scaffold_04:31322882-31327985","NC_069377.1",84.615,143,12,5,2110,2249,65359222,65359087,4.1e-28,134
"2278","PGEN_.00g090830","Scaffold_04:31580096-31586638","NC_069367.1",83.784,185,18,7,389,570,77813199,77813374,1.86e-37,165
"2279","PGEN_.00g090840","Scaffold_04:31639519-31710147","NC_069361.1",86.595,746,71,8,51274,52005,112424986,112425716,0,797
"2280","PGEN_.00g090850","Scaffold_04:31718323-31752182","NC_069363.1",81.818,297,38,7,13006,13286,101752304,101752600,7.28e-58,235
"2281","PGEN_.00g090860","Scaffold_04:31752389-31805657","NC_069377.1",81.917,824,142,7,11389,12208,61745510,61744690,0,689
"2282","PGEN_.00g090940","Scaffold_04:31923667-31941183","NC_069379.1",82.584,178,27,4,4002,4176,3418844,3419020,1.08e-33,154
"2283","PGEN_.00g090950","Scaffold_04:31953531-31965940","NC_069373.1",89.815,108,11,0,7967,8074,63905498,63905391,2.15e-29,139
"2284","PGEN_.00g090980","Scaffold_04:31990836-32023885","NC_069375.1",74.654,434,99,11,14341,14768,39408247,39408675,9.39e-42,182
"2285","PGEN_.00g091010","Scaffold_04:32172735-32195637","NC_069365.1",79.897,194,27,10,2826,3013,53200381,53200568,6.64e-27,132
"2286","PGEN_.00g091020","Scaffold_04:32202543-32208694","NC_069373.1",88.889,108,12,0,5456,5563,63905391,63905498,4.94e-28,134
"2287","PGEN_.00g091050","Scaffold_04:32231272-32242825","NC_069373.1",89.815,108,11,0,5589,5696,63905391,63905498,2e-29,139
"2288","PGEN_.00g091120","Scaffold_04:32338518-32366100","NC_069364.1",82.463,536,81,6,19322,19855,57131036,57130512,1.16e-124,457
"2289","PGEN_.00g091140","Scaffold_04:32404155-32434025","NC_069373.1",83.871,186,28,2,13026,13211,62961119,62960936,3.95e-40,176
"2290","PGEN_.00g091150","Scaffold_04:32443952-32462697","NC_069365.1",80.423,189,33,4,15987,16172,470726,470539,9.03e-30,141
"2291","PGEN_.00g091190","Scaffold_04:32496862-32500333","NC_069378.1",81.421,183,30,3,2026,2207,119738,119559,3.57e-32,147
"2292","PGEN_.00g091210","Scaffold_04:32505438-32513922","NC_069362.1",88.776,98,7,4,2697,2793,67563772,67563678,6.87e-23,117
"2293","PGEN_.00g091220","Scaffold_04:32530396-32551376","NC_069362.1",83.158,190,31,1,16904,17093,37999397,37999209,3.59e-39,172
"2294","PGEN_.00g091240","Scaffold_04:32597240-32613355","NC_069378.1",86.603,209,27,1,3988,4195,33267543,33267751,1.61e-56,230
"2295","PGEN_.00g091250","Scaffold_04:32626713-32670456","NC_069376.1",82.99,194,27,6,16284,16472,72271032,72271224,2.69e-38,171
"2296","PGEN_.00g091280","Scaffold_04:32754049-32761922","NC_069369.1",82.581,310,40,13,4667,4965,10675515,10675821,2.78e-66,261
"2297","PGEN_.00g091300","Scaffold_04:32766523-32783071","NC_069369.1",79.643,280,49,8,15484,15758,80707958,80708234,6.03e-46,195
"2298","PGEN_.00g091390","Scaffold_04:32919144-32938477","NC_069374.1",79.874,159,32,0,18940,19098,52727992,52727834,1.57e-22,117
"2299","PGEN_.00g091420","Scaffold_04:32998764-33011383","NC_069362.1",80.645,217,34,7,4160,4373,62444919,62445130,4.66e-36,161
"2300","PGEN_.00g091440","Scaffold_04:33030513-33057244","NC_069369.1",80.631,222,38,3,12311,12532,13588270,13588486,2.13e-37,167
"2301","PGEN_.00g091490","Scaffold_04:33131426-33158434","NC_069365.1",85.354,198,26,3,6633,6828,33651454,33651258,5.89e-48,202
"2302","PGEN_.00g091500","Scaffold_04:33172509-33216190","NC_069373.1",83.616,177,28,1,15040,15215,62961112,62960936,1.25e-36,165
"2303","PGEN_.00g091510","Scaffold_04:33245893-33249898","NC_069365.1",78.133,2378,481,27,1632,3999,33498070,33495722,0,1474
"2304","PGEN_.00g091540","Scaffold_04:33334254-33366329","NC_069366.1",82.727,220,37,1,9605,9823,61228561,61228342,1.17e-45,195
"2305","PGEN_.00g091550","Scaffold_04:33373318-33395845","NC_069364.1",95.604,91,2,2,8914,9003,3470327,3470416,8.39e-31,145
"2306","PGEN_.00g091560","Scaffold_04:33397008-33410001","NC_069364.1",82.392,301,32,13,4288,4569,39925905,39926203,1.67e-60,243
"2307","PGEN_.00g091570","Scaffold_04:33411570-33414171","NC_069376.1",89.216,102,10,1,2184,2284,72271142,72271041,3.47e-26,126
